continent,city,pop,individual,site,plantID,max_qubit,leftover,Bioruptor_label,lane,i5,i7,date_prepped,Notes,qubit1_hs,qubit2_hs,qubit3_hs,qubit4_hs,max_library_qubit,nM_concentration,serial_dilution_required,dilution_factor,conc_post_dilution,library_vol_forSerial,TE_vol_forSerial,library_volume_uL,TE_vol_uL
NAM,Memphis,44,7,r,Memphis_44_7,8.75,No,MEM-6,1,iTru5_02_F,iTru7_101_10,25-Nov-2020,NA,1.15,NA,NA,NA,1.15,5,No,NA,NA,NA,NA,6,4
NAM,Memphis,44,9,r,Memphis_44_9,7.73,No,MEM-7,1,iTru5_02_G,iTru7_101_10,25-Nov-2020,NA,5.04,NA,NA,NA,5.04,21.8,Yes,2,10.9,10,10,2.8,7.2
NAM,Memphis,44,3,r,Memphis_44_3,7.66,No,MEM-8,1,iTru5_02_H,iTru7_101_10,25-Nov-2020,NA,4.66,NA,NA,NA,4.66,20.2,Yes,2,10.1,10,10,3,7
NAM,Memphis,43,10,r,Memphis_43_10,6.71,No,MEM-9,1,iTru5_02_A,iTru7_101_11,25-Nov-2020,NA,0,2,NA,NA,2,8.7,No,NA,NA,NA,NA,3.4,6.6
NAM,Memphis,43,5,r,Memphis_43_5,6.58,No,MEM-10,1,iTru5_02_B,iTru7_101_11,25-Nov-2020,NA,13.5,NA,NA,NA,13.5,58.4,Yes,4,14.6,5,15,2.1,7.9
NAM,Memphis,1,4,u,Memphis_1_4,17.4,Yes,MEM-11,1,iTru5_02_C,iTru7_101_11,25-Nov-2020,NA,7.98,NA,NA,NA,7.98,34.5,Yes,3,11.5,6.7,13.3,2.6,7.4
NAM,Memphis,1,2,u,Memphis_1_2,21.7,Yes,MEM-12,1,iTru5_02_D,iTru7_101_11,25-Nov-2020,NA,11.2,NA,NA,NA,11.2,48.5,Yes,4,12.1,5,15,2.5,7.5
NAM,Memphis,2,1,u,Memphis_2_1,10.3,No,MEM-13,1,iTru5_02_E,iTru7_101_11,25-Nov-2020,NA,3.72,NA,NA,NA,3.72,16.1,Yes,2,8.1,10.1,9.9,3.7,6.3
NAM,Memphis,2,20,u,Memphis_2_20,13.5,Yes,MEM-14,1,iTru5_02_F,iTru7_101_11,25-Nov-2020,NA,1.91,NA,NA,NA,1.91,8.3,No,NA,NA,NA,NA,3.6,6.4
NAM,Memphis,3,10,u,Memphis_3_10,11.2,No,MEM-15,1,iTru5_02_G,iTru7_101_11,25-Nov-2020,NA,2.82,NA,NA,NA,2.82,12.2,No,NA,NA,NA,NA,2.5,7.5
NAM,Memphis,4,5,u,Memphis_4_5,17.2,Yes,MEM-16,1,iTru5_02_H,iTru7_101_11,25-Nov-2020,NA,10.5,NA,NA,NA,10.5,45.5,Yes,4,11.4,5,15,2.6,7.4
NAM,Memphis,4,17,u,Memphis_4_17,10.1,No,MEM-17,1,iTru5_02_A,iTru7_101_12,25-Nov-2020,NA,2.48,NA,NA,NA,2.48,10.7,No,NA,NA,NA,NA,2.8,7.2
NAM,Memphis,5,14,u,Memphis_5_14,12.1,No,MEM-18,1,iTru5_02_B,iTru7_101_12,25-Nov-2020,NA,3.36,NA,NA,NA,3.36,14.5,No,NA,NA,NA,NA,2.1,7.9
NAM,Memphis,5,12,u,Memphis_5_12,11.2,No,MEM-19,1,iTru5_02_C,iTru7_101_12,25-Nov-2020,NA,8.72,NA,NA,NA,8.72,37.7,Yes,3,12.6,6.7,13.3,2.4,7.6
NAM,Memphis,5,18,u,Memphis_5_18,11.9,No,MEM-20,1,iTru5_02_D,iTru7_101_12,25-Nov-2020,NA,4.62,NA,NA,NA,4.62,20,Yes,2,10,10,10,3,7
NAM,Mexico_City,18,9,r,Mexico_City_18_9,33.4,Yes,MEX-1,1,iTru5_02_E,iTru7_101_12,2-Dec-2020,NA,5.18,NA,NA,NA,5.18,22.4,Yes,2,11.2,10,10,2.7,7.3
NAM,Mexico_City,18,5,r,Mexico_City_18_5,34.8,Yes,MEX-2,1,iTru5_02_F,iTru7_101_12,2-Dec-2020,NA,6.88,NA,NA,NA,6.88,29.8,Yes,2,14.9,10,10,2,8
NAM,Mexico_City,20,12,r,Mexico_City_20_12,41.6,Yes,MEX-3,1,iTru5_02_G,iTru7_101_12,2-Dec-2020,NA,3.46,NA,NA,NA,3.46,15,No,NA,NA,NA,NA,2,8
NAM,Mexico_City,20,9,r,Mexico_City_20_9,28.8,Yes,MEX-4,1,iTru5_02_H,iTru7_101_12,2-Dec-2020,NA,8.08,NA,NA,NA,8.08,35,Yes,3,11.7,6.7,13.3,2.6,7.4
NAM,Mexico_City,22,10,r,Mexico_City_22_10,15.5,Yes,MEX-5,1,iTru5_02_A,iTru7_102_01,2-Dec-2020,NA,1.37,NA,NA,NA,1.37,5.9,No,NA,NA,NA,NA,5.1,4.9
NAM,Mexico_City,22,12,r,Mexico_City_22_12,10.7,No,MEX-6,1,iTru5_02_B,iTru7_102_01,2-Dec-2020,NA,2.94,NA,NA,NA,2.94,12.7,No,NA,NA,NA,NA,2.4,7.6
NAM,Mexico_City,24,15,r,Mexico_City_24_15,51.8,Yes,MEX-7,1,iTru5_02_C,iTru7_102_01,2-Dec-2020,NA,7.6,NA,NA,NA,7.6,32.9,Yes,3,11,6.7,13.3,2.7,7.3
NAM,Mexico_City,24,9,r,Mexico_City_24_9,16.4,Yes,MEX-8,1,iTru5_02_D,iTru7_102_01,2-Dec-2020,NA,6.94,NA,NA,NA,6.94,30,Yes,2,15,10,10,2,8
NAM,Mexico_City,25,13,r,Mexico_City_25_13,17.2,Yes,MEX-9,1,iTru5_02_E,iTru7_102_01,2-Dec-2020,NA,0.608,0.844,NA,NA,0.844,3.7,No,NA,NA,NA,NA,8.1,1.9
NAM,Mexico_City,25,8,r,Mexico_City_25_8,27,Yes,MEX-10,1,iTru5_02_F,iTru7_102_01,2-Dec-2020,NA,0.574,7.28,NA,NA,7.28,31.5,Yes,3,10.5,6.7,13.3,2.9,7.1
NAM,Mexico_City,1,12,u,Mexico_City_1_12,18.5,Yes,MEX-11,1,iTru5_02_G,iTru7_102_01,2-Dec-2020,NA,0.11,2.46,NA,NA,2.46,10.6,No,NA,NA,NA,NA,2.8,7.2
NAM,Mexico_City,1,2,u,Mexico_City_1_2,11.7,No,MEX-12,1,iTru5_02_H,iTru7_102_01,2-Dec-2020,NA,0.23,3.22,NA,NA,3.22,13.9,No,NA,NA,NA,NA,2.2,7.8
NAM,Mexico_City,2,9,u,Mexico_City_2_9,39.3,Yes,MEX-13,1,iTru5_02_A,iTru7_102_02,2-Dec-2020,NA,0.802,NA,NA,NA,0.802,3.5,No,NA,NA,NA,NA,8.6,1.4
NAM,Mexico_City,2,5,u,Mexico_City_2_5,18.1,Yes,MEX-14,1,iTru5_02_B,iTru7_102_02,2-Dec-2020,NA,0,4.38,NA,NA,4.38,19,Yes,2,9.5,10,10,3.2,6.8
NAM,Mexico_City,28,16,u,Mexico_City_28_16,11.3,No,MEX-15,1,iTru5_02_C,iTru7_102_02,2-Dec-2020,NA,0.14,7.08,NA,NA,7.08,30.6,Yes,3,10.2,6.7,13.3,2.9,7.1
NAM,Mexico_City,28,6,u,Mexico_City_28_6,29.6,Yes,MEX-16,1,iTru5_02_D,iTru7_102_02,2-Dec-2020,NA,1.45,NA,NA,NA,1.45,6.3,No,NA,NA,NA,NA,4.8,5.2
NAM,Mexico_City,3,5,u,Mexico_City_3_5,11.6,No,MEX-17,1,iTru5_02_E,iTru7_102_02,2-Dec-2020,NA,5.42,NA,NA,NA,5.42,23.5,Yes,2,11.8,10,10,2.5,7.5
NAM,Mexico_City,3,14,u,Mexico_City_3_14,15.2,Yes,MEX-18,1,iTru5_02_F,iTru7_102_02,2-Dec-2020,NA,1.25,NA,NA,NA,1.25,5.4,No,NA,NA,NA,NA,5.6,4.4
NAM,Mexico_City,30,11,u,Mexico_City_30_11,25,Yes,MEX-19,1,iTru5_02_G,iTru7_102_02,2-Dec-2020,NA,0.27,2.64,NA,NA,2.64,11.4,No,NA,NA,NA,NA,2.6,7.4
NAM,Mexico_City,30,16,u,Mexico_City_30_16,11.9,No,MEX-20,1,iTru5_02_H,iTru7_102_02,2-Dec-2020,NA,3.5,NA,NA,NA,3.5,15.2,Yes,2,7.6,10,10,3.9,6.1
EU,Munich,1,5,r,Munich_1_5,11.5,No,MUC-1,1,iTru5_02_A,iTru7_102_03,3-Dec-2020,NA,0,1.66,NA,NA,1.66,7.2,No,NA,NA,NA,NA,4.2,5.8
EU,Munich,1,4,r,Munich_1_4,27.8,Yes,MUC-2,1,iTru5_02_B,iTru7_102_03,3-Dec-2020,NA,4.92,NA,NA,NA,4.92,21.3,Yes,2,10.7,10,10,2.8,7.2
EU,Munich,2,9,r,Munich_2_9,10.7,No,MUC-3,1,iTru5_02_C,iTru7_102_03,3-Dec-2020,NA,5.38,NA,NA,NA,5.38,23.3,Yes,2,11.7,10,10,2.6,7.4
EU,Munich,2,5,r,Munich_2_5,30.7,Yes,MUC-4,1,iTru5_02_D,iTru7_102_03,3-Dec-2020,NA,4.62,NA,NA,NA,4.62,20,Yes,2,10,10,10,3,7
EU,Munich,3,4,r,Munich_3_4,10.9,No,MUC-5,1,iTru5_02_E,iTru7_102_03,3-Dec-2020,NA,0.938,NA,NA,NA,0.938,4.1,No,NA,NA,NA,NA,7.3,2.7
EU,Munich,3,14,r,Munich_3_14,14.2,Yes,MUC-6,1,iTru5_02_F,iTru7_102_03,3-Dec-2020,NA,3.96,NA,NA,NA,3.96,17.1,Yes,2,8.6,10.1,9.9,3.5,6.5
EU,Munich,4,18,r,Munich_4_18,11.7,No,MUC-7,1,iTru5_02_G,iTru7_102_03,3-Dec-2020,NA,0.27,0.524,1,NA,1,4.3,No,NA,NA,NA,NA,7,3
EU,Munich,4,6,r,Munich_4_6,14.5,Yes,MUC-8,1,iTru5_02_H,iTru7_102_03,3-Dec-2020,NA,1.49,NA,NA,NA,1.49,6.5,No,NA,NA,NA,NA,4.6,5.4
EU,Munich,5,11,r,Munich_5_11,21.2,Yes,MUC-9,1,iTru5_02_A,iTru7_102_04,3-Dec-2020,NA,6.8,NA,NA,NA,6.8,29.4,Yes,2,14.7,10,10,2,8
EU,Munich,5,1,r,Munich_5_1,10.1,No,MUC-10,1,iTru5_02_B,iTru7_102_04,3-Dec-2020,NA,7.36,NA,NA,NA,7.36,31.9,Yes,3,10.6,6.6,13.4,2.8,7.2
EU,Munich,47,6,u,Munich_47_6,14.9,Yes,MUC-11,1,iTru5_02_C,iTru7_102_04,3-Dec-2020,NA,8.14,NA,NA,NA,8.14,35.2,Yes,3,11.7,6.6,13.4,2.6,7.4
EU,Munich,47,10,u,Munich_47_10,27.6,Yes,MUC-12,1,iTru5_02_D,iTru7_102_04,3-Dec-2020,NA,5.06,NA,NA,NA,5.06,21.9,Yes,2,10.9,10,10,2.8,7.2
EU,Munich,48,19,u,Munich_48_19,19.4,Yes,MUC-13,1,iTru5_02_E,iTru7_102_04,3-Dec-2020,NA,2.16,NA,NA,NA,2.16,9.4,No,NA,NA,NA,NA,3.2,6.8
EU,Munich,48,12,u,Munich_48_12,37,Yes,MUC-14,1,iTru5_02_F,iTru7_102_04,3-Dec-2020,NA,2.02,NA,NA,NA,2.02,8.7,No,NA,NA,NA,NA,3.4,6.6
EU,Munich,50,13,u,Munich_50_13,23.3,Yes,MUC-15,1,iTru5_02_G,iTru7_102_04,3-Dec-2020,NA,4.32,NA,NA,NA,4.32,18.7,Yes,2,9.3,9.9,10.1,3.2,6.8
EU,Munich,50,15,u,Munich_50_15,12.4,No,MUC-16,1,iTru5_02_H,iTru7_102_04,3-Dec-2020,NA,2.54,NA,NA,NA,2.54,11,No,NA,NA,NA,NA,2.7,7.3
EU,Munich,51,13,u,Munich_51_13,11.1,No,MUC-17,1,iTru5_02_A,iTru7_102_05,3-Dec-2020,NA,5.42,NA,NA,NA,5.42,23.5,Yes,2,11.8,10,10,2.5,7.5
EU,Munich,51,8,u,Munich_51_8,59.2,Yes,MUC-18,1,iTru5_02_B,iTru7_102_05,3-Dec-2020,NA,2.44,NA,NA,NA,2.44,10.6,No,NA,NA,NA,NA,2.8,7.2
EU,Munich,48,8,u,Munich_48_8,11.2,No,MUC-19,1,iTru5_02_C,iTru7_102_05,3-Dec-2020,NA,0.552,2.5,NA,NA,2.5,10.8,No,NA,NA,NA,NA,2.8,7.2
EU,Munich,51,16,u,Munich_51_16,13.5,Yes,MUC-20,1,iTru5_02_D,iTru7_102_05,3-Dec-2020,NA,3.92,NA,NA,NA,3.92,17,Yes,2,8.5,10,10,3.5,6.5
EU,Paris,11,9,r,Paris_11_9,15.4,Yes,PRS-1,1,iTru5_02_E,iTru7_102_05,4-Dec-2020,NA,7.2,NA,NA,NA,7.2,31.2,Yes,3,10.4,6.7,13.3,2.9,7.1
EU,Paris,11,6,r,Paris_11_6,18.6,Yes,PRS-2,1,iTru5_02_F,iTru7_102_05,4-Dec-2020,NA,2.62,NA,NA,NA,2.62,11.3,No,NA,NA,NA,NA,2.7,7.3
EU,Paris,13,3,r,Paris_13_3,17,Yes,PRS-3,1,iTru5_02_G,iTru7_102_05,4-Dec-2020,NA,2.2,NA,NA,NA,2.2,9.5,No,NA,NA,NA,NA,3.2,6.8
EU,Paris,13,13,r,Paris_13_13,20.4,Yes,PRS-4,1,iTru5_02_H,iTru7_102_05,4-Dec-2020,NA,2.98,NA,NA,NA,2.98,12.9,No,NA,NA,NA,NA,2.3,7.7
EU,Paris,15,13,r,Paris_15_13,10.4,No,PRS-5,1,iTru5_02_A,iTru7_102_06,4-Dec-2020,NA,3.92,NA,NA,NA,3.92,17,Yes,2,8.5,10,10,3.5,6.5
EU,Paris,15,14,r,Paris_15_14,18.9,Yes,PRS-6,1,iTru5_02_B,iTru7_102_06,4-Dec-2020,NA,7.2,NA,NA,NA,7.2,31.2,Yes,3,10.4,6.7,13.3,2.9,7.1
EU,Paris,6,1,r,Paris_6_1,34.4,Yes,PRS-7,1,iTru5_02_C,iTru7_102_06,4-Dec-2020,NA,2.9,NA,NA,NA,2.9,12.6,No,NA,NA,NA,NA,2.4,7.6
EU,Paris,6,4,r,Paris_6_4,13.7,Yes,PRS-8,1,iTru5_02_D,iTru7_102_06,4-Dec-2020,NA,3.52,NA,NA,NA,3.52,15.2,Yes,2,7.6,10,10,3.9,6.1
EU,Paris,8,8,r,Paris_8_8,18.5,Yes,PRS-9,1,iTru5_02_E,iTru7_102_06,4-Dec-2020,NA,6.5,NA,NA,NA,6.5,28.1,Yes,2,14.1,10,10,2.1,7.9
EU,Paris,8,10,r,Paris_8_10,16.5,Yes,PRS-10,1,iTru5_02_F,iTru7_102_06,4-Dec-2020,NA,8.08,NA,NA,NA,8.08,35,Yes,3,11.7,6.7,13.3,2.6,7.4
EU,Paris,2,9,u,Paris_2_9,340,Yes,PRS-11,1,iTru5_02_G,iTru7_102_06,4-Dec-2020,NA,5.32,NA,NA,NA,5.32,23,Yes,2,11.5,10,10,2.6,7.4
EU,Paris,2,2,u,Paris_2_2,15.9,Yes,PRS-12,1,iTru5_02_H,iTru7_102_06,4-Dec-2020,NA,3.98,NA,NA,NA,3.98,17.2,Yes,2,8.6,10,10,3.5,6.5
EU,Paris,23,19,u,Paris_23_19,52.8,Yes,PRS-13,1,iTru5_02_A,iTru7_102_07,4-Dec-2020,NA,0.234,2.78,NA,NA,2.78,12,No,NA,NA,NA,NA,2.5,7.5
EU,Paris,23,13,u,Paris_23_13,17.3,Yes,PRS-14,1,iTru5_02_B,iTru7_102_07,4-Dec-2020,NA,2.52,NA,NA,NA,2.52,10.9,No,NA,NA,NA,NA,2.8,7.2
EU,Paris,25,13,u,Paris_25_13,15.8,Yes,PRS-15,1,iTru5_02_C,iTru7_102_07,4-Dec-2020,NA,1.43,NA,NA,NA,1.43,6.2,No,NA,NA,NA,NA,4.8,5.2
EU,Paris,25,2,u,Paris_25_2,10.3,No,PRS-16,1,iTru5_02_D,iTru7_102_07,4-Dec-2020,NA,0,2.64,NA,NA,2.64,11.4,No,NA,NA,NA,NA,2.6,7.4
EU,Paris,3,9,u,Paris_3_9,20.2,Yes,PRS-17,1,iTru5_02_E,iTru7_102_07,4-Dec-2020,NA,0.568,1.66,NA,NA,1.66,7.2,No,NA,NA,NA,NA,4.2,5.8
EU,Paris,3,3,u,Paris_3_3,10.5,No,PRS-18,1,iTru5_02_F,iTru7_102_07,4-Dec-2020,NA,0.49,5.64,NA,NA,5.64,24.4,Yes,2,12.2,10,10,2.5,7.5
EU,Paris,39,15,u,Paris_39_15,10.6,No,PRS-19,1,iTru5_02_G,iTru7_102_07,4-Dec-2020,NA,0.278,1.91,NA,NA,1.91,8.3,No,NA,NA,NA,NA,3.6,6.4
EU,Paris,39,5,u,Paris_39_5,12.2,No,PRS-20,1,iTru5_02_H,iTru7_102_07,4-Dec-2020,NA,0.258,5.16,NA,NA,5.16,22.3,Yes,2,11.2,10,10,2.7,7.3
SAM,Quito,1,12,r,Quito_1_12,11.6,No,QTO-1,1,iTru5_02_A,iTru7_102_08,7-Dec-2020,NA,5.9,NA,NA,NA,5.9,25.5,Yes,2,12.8,10,10,2.3,7.7
SAM,Quito,1,18,r,Quito_1_18,23.2,Yes,QTO-2,1,iTru5_02_B,iTru7_102_08,7-Dec-2020,NA,5.4,NA,NA,NA,5.4,23.4,Yes,2,11.7,10,10,2.6,7.4
SAM,Quito,2,17,r,Quito_2_17,11.9,No,QTO-3,1,iTru5_02_C,iTru7_102_08,7-Dec-2020,NA,4.26,NA,NA,NA,4.26,18.4,Yes,2,9.2,10,10,3.3,6.7
SAM,Quito,2,19,r,Quito_2_19,22.2,Yes,QTO-4,1,iTru5_02_D,iTru7_102_08,7-Dec-2020,NA,1.97,NA,NA,NA,1.97,8.5,No,NA,NA,NA,NA,3.5,6.5
SAM,Quito,3,2,r,Quito_3_2,93.6,Yes,QTO-5,1,iTru5_02_E,iTru7_102_08,7-Dec-2020,NA,1.96,NA,NA,NA,1.96,8.5,No,NA,NA,NA,NA,3.5,6.5
SAM,Quito,3,19,r,Quito_3_19,10.8,No,QTO-6,1,iTru5_02_F,iTru7_102_08,7-Dec-2020,NA,4.08,NA,NA,NA,4.08,17.7,Yes,2,8.8,9.9,10.1,3.4,6.6
SAM,Quito,4,2,r,Quito_4_2,18.6,Yes,QTO-7,1,iTru5_02_G,iTru7_102_08,7-Dec-2020,NA,5.2,NA,NA,NA,5.2,22.5,Yes,2,11.2,10,10,2.7,7.3
SAM,Quito,4,8,r,Quito_4_8,10.7,No,QTO-8,1,iTru5_02_H,iTru7_102_08,7-Dec-2020,NA,3.9,NA,NA,NA,3.9,16.9,Yes,2,8.4,9.9,10.1,3.6,6.4
SAM,Quito,6,15,r,Quito_6_15,26,Yes,QTO-9,1,iTru5_02_A,iTru7_102_09,7-Dec-2020,NA,2.56,NA,NA,NA,2.56,11.1,No,NA,NA,NA,NA,2.7,7.3
SAM,Quito,3,15,r,Quito_3_15,89.4,Yes,QTO-10,1,iTru5_02_B,iTru7_102_09,7-Dec-2020,NA,5.42,NA,NA,NA,5.42,23.5,Yes,2,11.8,10,10,2.5,7.5
SAM,Quito,36,12,u,Quito_36_12,11.9,No,QTO-11,1,iTru5_02_C,iTru7_102_09,7-Dec-2020,NA,0.65,0.858,NA,NA,0.858,3.7,No,NA,NA,NA,NA,8.1,1.9
SAM,Quito,37,14,u,Quito_37_14,18.5,Yes,QTO-12,1,iTru5_02_D,iTru7_102_09,7-Dec-2020,NA,3.82,NA,NA,NA,3.82,16.5,Yes,2,8.2,9.9,10.1,3.7,6.3
SAM,Quito,36,15,u,Quito_36_15,10.1,No,QTO-13,1,iTru5_02_E,iTru7_102_09,7-Dec-2020,NA,2.64,NA,NA,NA,2.64,11.4,No,NA,NA,NA,NA,2.6,7.4
SAM,Quito,37,2,u,Quito_37_2,17.8,Yes,QTO-14,1,iTru5_02_F,iTru7_102_09,7-Dec-2020,NA,1.22,NA,NA,NA,1.22,5.3,No,NA,NA,NA,NA,5.7,4.3
SAM,Quito,37,7,u,Quito_37_7,22.8,Yes,QTO-15,1,iTru5_02_G,iTru7_102_09,7-Dec-2020,NA,3.26,NA,NA,NA,3.26,14.1,No,NA,NA,NA,NA,2.1,7.9
SAM,Quito,40,2,u,Quito_40_2,15.2,Yes,QTO-16,1,iTru5_02_H,iTru7_102_09,7-Dec-2020,NA,3.44,NA,NA,NA,3.44,14.9,No,NA,NA,NA,NA,2,8
SAM,Quito,36,13,u,Quito_36_13,15.8,Yes,QTO-17,1,iTru5_02_A,iTru7_102_10,7-Dec-2020,NA,2.12,NA,NA,NA,2.12,9.2,No,NA,NA,NA,NA,3.3,6.7
SAM,Quito,40,5,u,Quito_40_5,10.4,No,QTO-18,1,iTru5_02_B,iTru7_102_10,7-Dec-2020,NA,0.57,0.186,1.17,NA,1.17,5.1,No,NA,NA,NA,NA,5.9,4.1
SAM,Quito,39,17,u,Quito_39_17,9.44,No,QTO-19,1,iTru5_02_C,iTru7_102_10,7-Dec-2020,NA,0.814,NA,NA,NA,0.814,3.5,No,NA,NA,NA,NA,8.6,1.4
SAM,Quito,39,6,u,Quito_39_6,7.86,No,QTO-20,1,iTru5_02_D,iTru7_102_10,7-Dec-2020,NA,0.99,NA,NA,NA,0.99,4.3,No,NA,NA,NA,NA,7,3
ASI,Tehran,27,10,r,Tehran_27_10,35,Yes,TEH-1,1,iTru5_02_E,iTru7_102_10,10-Dec-2020,NA,0.122,0.684,1.06,7.36,7.36,31.9,Yes,3,10.6,6.6,13.4,2.8,7.2
ASI,Tehran,27,2,r,Tehran_27_2,22,Yes,TEH-2,1,iTru5_02_F,iTru7_102_10,10-Dec-2020,NA,0.328,0.102,1.24,3.4,3.4,14.7,No,NA,NA,NA,NA,2,8
ASI,Tehran,28,6,r,Tehran_28_6,28.4,Yes,TEH-3,1,iTru5_02_G,iTru7_102_10,10-Dec-2020,NA,0.36,0.136,1.28,9.94,9.94,43,Yes,3,14.3,6.7,13.3,2.1,7.9
ASI,Tehran,28,10,r,Tehran_28_10,19.9,Yes,TEH-4,1,iTru5_02_H,iTru7_102_10,10-Dec-2020,NA,2.04,NA,NA,NA,2.04,8.8,No,NA,NA,NA,NA,3.4,6.6
ASI,Tehran,35,5,r,Tehran_35_5,11,No,TEH-5,1,iTru5_02_A,iTru7_102_11,10-Dec-2020,NA,3.16,NA,NA,NA,3.16,13.7,No,NA,NA,NA,NA,2.2,7.8
ASI,Tehran,35,8,r,Tehran_35_8,14.2,Yes,TEH-6,1,iTru5_02_B,iTru7_102_11,10-Dec-2020,NA,0.73,0.262,1.63,4.98,4.98,21.6,Yes,2,10.8,10,10,2.8,7.2
ASI,Tehran,36,11,r,Tehran_36_11,26.7,Yes,TEH-7,1,iTru5_02_C,iTru7_102_11,10-Dec-2020,NA,4.02,NA,NA,NA,4.02,17.4,Yes,2,8.7,10,10,3.4,6.6
ASI,Tehran,36,5,r,Tehran_36_5,13.5,Yes,TEH-8,1,iTru5_02_D,iTru7_102_11,10-Dec-2020,NA,9.44,NA,NA,NA,9.44,40.9,Yes,3,13.6,6.7,13.3,2.2,7.8
ASI,Tehran,37,1,r,Tehran_37_1,10.7,No,TEH-9,1,iTru5_02_E,iTru7_102_11,10-Dec-2020,NA,1.92,NA,NA,NA,1.92,8.3,No,NA,NA,NA,NA,3.6,6.4
ASI,Tehran,37,2,r,Tehran_37_2,26.6,Yes,TEH-10,1,iTru5_02_F,iTru7_102_11,10-Dec-2020,NA,0.346,0.11,0.984,1.29,1.29,5.6,No,NA,NA,NA,NA,5.4,4.6
ASI,Tehran,1,3,u,Tehran_1_3,15.1,Yes,TEH-11,1,iTru5_02_G,iTru7_102_11,10-Dec-2020,NA,0.11,0.118,0.354,1.4,1.4,6.1,No,NA,NA,NA,NA,4.9,5.1
ASI,Tehran,1,5,u,Tehran_1_5,10.4,No,TEH-12,1,iTru5_02_H,iTru7_102_11,10-Dec-2020,NA,0.22,4.56,NA,NA,4.56,19.7,Yes,2,9.8,9.9,10.1,3.1,6.9
ASI,Tehran,2,6,u,Tehran_2_6,11.5,No,TEH-14,1,iTru5_02_B,iTru7_102_12,10-Dec-2020,NA,0,0,NA,8.26,8.26,35.8,Yes,3,11.9,6.6,13.4,2.5,7.5
ASI,Tehran,38,5,u,Tehran_38_5,21.8,Yes,TEH-15,1,iTru5_02_C,iTru7_102_12,10-Dec-2020,NA,0.198,0.254,0.638,1,1,4.3,No,NA,NA,NA,NA,7,3
ASI,Tehran,38,10,u,Tehran_38_10,10.2,No,TEH-16,1,iTru5_02_D,iTru7_102_12,10-Dec-2020,NA,0.124,0.144,0.59,0.91,0.91,3.9,No,NA,NA,NA,NA,7.7,2.3
ASI,Tehran,39,6,u,Tehran_39_6,27.2,Yes,TEH-17,1,iTru5_02_E,iTru7_102_12,10-Dec-2020,NA,1.54,NA,NA,NA,1.54,6.7,No,NA,NA,NA,NA,4.5,5.5
ASI,Tehran,39,5,u,Tehran_39_5,47.1,Yes,TEH-18,1,iTru5_02_F,iTru7_102_12,10-Dec-2020,NA,0.308,0.332,1.07,1.22,1.22,5.3,No,NA,NA,NA,NA,5.7,4.3
ASI,Tehran,40,2,u,Tehran_40_2,15.7,Yes,TEH-19,1,iTru5_02_G,iTru7_102_12,10-Dec-2020,NA,2.62,NA,NA,NA,2.62,11.3,No,NA,NA,NA,NA,2.7,7.3
ASI,Tehran,40,9,u,Tehran_40_9,11.6,No,TEH-20,1,iTru5_02_H,iTru7_102_12,10-Dec-2020,NA,3.14,NA,NA,NA,3.14,13.6,No,NA,NA,NA,NA,2.2,7.8
EU,Thessaloniki,42,4,r,Thessaloniki_42_4,31,Yes,THE-1,1,iTru5_02_A,iTru7_103_01,10-Dec-2020,NA,4.8,NA,NA,NA,4.8,20.8,Yes,2,10.4,10,10,2.9,7.1
EU,Thessaloniki,42,19,r,Thessaloniki_42_19,10.6,No,THE-2,1,iTru5_02_B,iTru7_103_01,10-Dec-2020,NA,3.98,NA,NA,NA,3.98,17.2,Yes,2,8.6,10,10,3.5,6.5
EU,Thessaloniki,43,10,r,Thessaloniki_43_10,22.5,Yes,THE-3,1,iTru5_02_C,iTru7_103_01,10-Dec-2020,NA,0.55,0.108,1.08,NA,1.08,4.7,No,NA,NA,NA,NA,6.4,3.6
EU,Thessaloniki,43,5,r,Thessaloniki_43_5,116,Yes,THE-4,1,iTru5_02_D,iTru7_103_01,10-Dec-2020,NA,3.64,NA,NA,NA,3.64,15.8,Yes,2,7.9,10,10,3.8,6.2
EU,Thessaloniki,44,7,r,Thessaloniki_44_7,16.3,Yes,THE-5,1,iTru5_02_E,iTru7_103_01,10-Dec-2020,NA,1,NA,NA,NA,1,4.3,No,NA,NA,NA,NA,7,3
EU,Thessaloniki,44,2,r,Thessaloniki_44_2,418,Yes,THE-6,1,iTru5_02_F,iTru7_103_01,10-Dec-2020,NA,4.7,NA,NA,NA,4.7,20.3,Yes,2,10.2,10,10,2.9,7.1
EU,Thessaloniki,45,18,r,Thessaloniki_45_18,10.4,No,THE-7,1,iTru5_02_G,iTru7_103_01,10-Dec-2020,NA,5.3,NA,NA,NA,5.3,22.9,Yes,2,11.4,10,10,2.6,7.4
EU,Thessaloniki,45,5,r,Thessaloniki_45_5,39.7,Yes,THE-8,1,iTru5_02_H,iTru7_103_01,10-Dec-2020,NA,5.3,NA,NA,NA,5.3,22.9,Yes,2,11.4,10,10,2.6,7.4
EU,Thessaloniki,46,13,r,Thessaloniki_46_13,10.1,No,THE-9,1,iTru5_02_A,iTru7_103_02,10-Dec-2020,NA,5.96,NA,NA,NA,5.96,25.8,Yes,2,12.9,10,10,2.3,7.7
