continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating
ASI,Sapporo,36,9,r,Sapporo_36_9,48.2,NA,NA,g,8,NA,NA
ASI,Sapporo,36,10,r,Sapporo_36_10,54.1,NA,NA,h,8,NA,NA
ASI,Sapporo,36,11,r,Sapporo_36_11,12.2,NA,NA,a,9,NA,NA
ASI,Sapporo,36,12,r,Sapporo_36_12,12.6,NA,NA,b,9,NA,NA
ASI,Sapporo,36,16,r,Sapporo_36_16,9.02,NA,NA,c,9,NA,NA
ASI,Sapporo,36,17,r,Sapporo_36_17,13.7,NA,NA,d,9,NA,NA
ASI,Sapporo,35,1,r,Sapporo_35_1,38.2,NA,NA,e,9,NA,NA
ASI,Sapporo,35,3,r,Sapporo_35_3,6.31,NA,NA,f,9,NA,NA
ASI,Sapporo,35,5,r,Sapporo_35_5,12,NA,NA,g,9,NA,NA
ASI,Sapporo,35,7,r,Sapporo_35_7,30.8,NA,NA,h,9,NA,NA
ASI,Sapporo,35,8,r,Sapporo_35_8,10.4,NA,NA,a,10,NA,NA
ASI,Sapporo,35,9,r,Sapporo_35_9,10.3,NA,NA,b,10,NA,NA
ASI,Sapporo,35,16,r,Sapporo_35_16,11,NA,NA,c,10,NA,NA
ASI,Sapporo,35,17,r,Sapporo_35_17,17.5,NA,NA,d,10,NA,NA
ASI,Sapporo,35,20,r,Sapporo_35_20,18.2,NA,NA,e,10,NA,NA
ASI,Sapporo,38,3,r,Sapporo_38_3,2.37,NA,NA,f,10,NA,NA
ASI,Sapporo,38,4,r,Sapporo_38_4,11.1,NA,NA,g,10,NA,NA
ASI,Sapporo,38,5,r,Sapporo_38_5,8.13,NA,NA,h,10,NA,NA
ASI,Sapporo,38,9,r,Sapporo_38_9,1.99,NA,NA,a,11,NA,NA
ASI,Sapporo,38,10,r,Sapporo_38_10,4.91,NA,NA,b,11,NA,NA
ASI,Sapporo,38,11,r,Sapporo_38_11,0,NA,NA,c,11,NA,NA
ASI,Sapporo,38,12,r,Sapporo_38_12,5.48,NA,NA,d,11,NA,NA
ASI,Sapporo,38,14,r,Sapporo_38_14,17,NA,NA,e,11,NA,NA
ASI,Sapporo,38,15,r,Sapporo_38_15,9.06,NA,NA,f,11,NA,NA
ASI,Sapporo,38,19,r,Sapporo_38_19,10.9,NA,NA,g,11,NA,NA
ASI,Sapporo,39,1,r,Sapporo_39_1,7,NA,NA,h,11,NA,NA
ASI,Sapporo,39,4,r,Sapporo_39_4,20.4,NA,NA,a,12,NA,NA
ASI,Sapporo,39,7,r,Sapporo_39_7,6.48,NA,NA,b,12,NA,NA
ASI,Sapporo,39,10,r,Sapporo_39_10,25.4,NA,NA,c,12,NA,NA
ASI,Sapporo,39,13,r,Sapporo_39_13,22.9,NA,NA,d,12,NA,NA
ASI,Sapporo,39,15,r,Sapporo_39_15,48.9,NA,NA,e,12,NA,NA
ASI,Sapporo,39,16,r,Sapporo_39_16,5.31,NA,NA,f,12,NA,NA
ASI,Sapporo,39,17,r,Sapporo_39_17,5.25,NA,NA,g,12,NA,NA
ASI,Sapporo,39,20,r,Sapporo_39_20,20.1,NA,NA,h,12,NA,NA
ASI,Shanghai,1,14,u,Shanghai_1_14,NA,NA,10.3,NA,NA,a,1
ASI,Shanghai,1,13,u,Shanghai_1_13,NA,NA,30.8,NA,NA,b,1
ASI,Shanghai,1,2,u,Shanghai_1_2,NA,NA,84.6,NA,NA,c,1
ASI,Shanghai,1,12,u,Shanghai_1_12,NA,NA,33,NA,NA,d,1
ASI,Shanghai,1,9,u,Shanghai_1_9,NA,NA,52.6,NA,NA,e,1
ASI,Shanghai,1,8,u,Shanghai_1_8,NA,NA,5.14,NA,NA,f,1
ASI,Shanghai,1,7,u,Shanghai_1_7,NA,NA,65,NA,NA,g,1
ASI,Shanghai,1,4,u,Shanghai_1_4,NA,NA,34.2,NA,NA,h,1
ASI,Shanghai,1,20,u,Shanghai_1_20,NA,NA,45.2,NA,NA,a,2
ASI,Shanghai,1,19,u,Shanghai_1_19,NA,NA,40.2,NA,NA,b,2
ASI,Shanghai,2,1,u,Shanghai_2_1,NA,NA,29.4,NA,NA,c,2
ASI,Shanghai,2,10,u,Shanghai_2_10,NA,NA,22.6,NA,NA,d,2
ASI,Shanghai,2,9,u,Shanghai_2_9,NA,NA,38.2,NA,NA,e,2
ASI,Shanghai,2,8,u,Shanghai_2_8,NA,NA,7.66,NA,NA,f,2
ASI,Shanghai,2,5,u,Shanghai_2_5,NA,NA,44.4,NA,NA,g,2
ASI,Shanghai,2,4,u,Shanghai_2_4,NA,NA,30.2,NA,NA,h,2
ASI,Shanghai,2,18,u,Shanghai_2_18,NA,NA,10.7,NA,NA,a,3
ASI,Shanghai,2,2,u,Shanghai_2_2,NA,NA,81.6,NA,NA,b,3
ASI,Shanghai,2,17,u,Shanghai_2_17,NA,NA,38.6,NA,NA,c,3
ASI,Shanghai,2,11,u,Shanghai_2_11,NA,NA,27.6,NA,NA,d,3
ASI,Shanghai,3,9,u,Shanghai_3_9,NA,NA,12.4,NA,NA,e,3
ASI,Shanghai,3,7,u,Shanghai_3_7,NA,NA,4.3,NA,NA,f,3
ASI,Shanghai,3,6,u,Shanghai_3_6,NA,NA,30.6,NA,NA,g,3
ASI,Shanghai,3,5,u,Shanghai_3_5,NA,NA,39.6,NA,NA,h,3
ASI,Shanghai,3,4,u,Shanghai_3_4,NA,NA,32.2,NA,NA,a,4
ASI,Shanghai,3,16,u,Shanghai_3_16,NA,NA,17.7,NA,NA,b,4
ASI,Shanghai,3,14,u,Shanghai_3_14,NA,NA,14.9,NA,NA,c,4
ASI,Shanghai,3,13,u,Shanghai_3_13,NA,NA,27.6,NA,NA,d,4
ASI,Shanghai,3,12,u,Shanghai_3_12,NA,NA,36.6,NA,NA,e,4
ASI,Shanghai,5,8,u,Shanghai_5_8,NA,NA,0,NA,NA,f,4
ASI,Shanghai,5,7,u,Shanghai_5_7,NA,NA,10.5,NA,NA,g,4
ASI,Shanghai,5,6,u,Shanghai_5_6,NA,NA,6.14,NA,NA,h,4
ASI,Shanghai,5,5,u,Shanghai_5_5,NA,NA,108,NA,NA,a,5
ASI,Shanghai,5,4,u,Shanghai_5_4,NA,NA,22.2,NA,NA,b,5
ASI,Shanghai,5,3,u,Shanghai_5_3,NA,NA,16,NA,NA,c,5
ASI,Shanghai,5,2,u,Shanghai_5_2,NA,NA,9.96,NA,NA,d,5
ASI,Shanghai,5,10,u,Shanghai_5_10,NA,NA,37.2,NA,NA,e,5
ASI,Shanghai,5,1,u,Shanghai_5_1,NA,NA,0,NA,NA,f,5
ASI,Shanghai,5,9,u,Shanghai_5_9,NA,NA,34.8,NA,NA,g,5
ASI,Shanghai,6,8,u,Shanghai_6_8,NA,NA,11.6,NA,NA,h,5
ASI,Shanghai,6,7,u,Shanghai_6_7,NA,NA,28.8,NA,NA,a,6
ASI,Shanghai,6,6,u,Shanghai_6_6,NA,NA,19.5,NA,NA,b,6
ASI,Shanghai,6,5,u,Shanghai_6_5,NA,NA,13.1,NA,NA,c,6
ASI,Shanghai,6,4,u,Shanghai_6_4,NA,NA,7,NA,NA,d,6
ASI,Shanghai,6,3,u,Shanghai_6_3,NA,NA,25,NA,NA,e,6
ASI,Shanghai,6,12,u,Shanghai_6_12,NA,NA,7.24,NA,NA,f,6
ASI,Shanghai,6,11,u,Shanghai_6_11,NA,NA,16.6,NA,NA,g,6
ASI,Shanghai,6,2,u,Shanghai_6_2,NA,NA,24.2,NA,NA,h,6
ASI,Shanghai,7,12,r,Shanghai_7_12,NA,NA,7.3,NA,NA,a,7
ASI,Shanghai,7,11,r,Shanghai_7_11,NA,NA,9.74,NA,NA,b,7
ASI,Shanghai,7,9,r,Shanghai_7_9,NA,NA,6.68,NA,NA,c,7
ASI,Shanghai,7,8,r,Shanghai_7_8,NA,NA,9.92,NA,NA,d,7
ASI,Shanghai,7,7,r,Shanghai_7_7,NA,NA,10.4,NA,NA,e,7
ASI,Shanghai,7,5,r,Shanghai_7_5,NA,NA,3.1,NA,NA,f,7
ASI,Shanghai,7,3,r,Shanghai_7_3,NA,NA,6.88,NA,NA,g,7
ASI,Shanghai,7,2,r,Shanghai_7_2,NA,NA,19.8,NA,NA,h,7
ASI,Shanghai,7,19,r,Shanghai_7_19,NA,NA,9.08,NA,NA,a,8
ASI,Shanghai,7,17,r,Shanghai_7_17,NA,NA,4.38,NA,NA,b,8
ASI,Shanghai,8,9,r,Shanghai_8_9,NA,NA,2,NA,NA,c,8
ASI,Shanghai,8,8,r,Shanghai_8_8,NA,NA,4.2,NA,NA,d,8
ASI,Shanghai,8,7,r,Shanghai_8_7,NA,NA,5.66,NA,NA,e,8
ASI,Shanghai,8,6,r,Shanghai_8_6,NA,NA,7,NA,NA,f,8
ASI,Shanghai,8,5,r,Shanghai_8_5,NA,NA,5.66,NA,NA,g,8
ASI,Shanghai,8,4,r,Shanghai_8_4,NA,NA,2.38,NA,NA,h,8
ASI,Shanghai,8,11,r,Shanghai_8_11,NA,NA,18.3,NA,NA,a,9
ASI,Shanghai,8,3,r,Shanghai_8_3,NA,NA,5.54,NA,NA,b,9
ASI,Shanghai,8,2,r,Shanghai_8_2,NA,NA,9.4,NA,NA,c,9
ASI,Shanghai,9,11,r,Shanghai_9_11,NA,NA,0,NA,NA,d,9
ASI,Shanghai,9,10,r,Shanghai_9_10,NA,NA,5.72,NA,NA,e,9
ASI,Shanghai,9,9,r,Shanghai_9_9,NA,NA,0,NA,NA,f,9
ASI,Shanghai,9,6,r,Shanghai_9_6,NA,NA,5.62,NA,NA,g,9
ASI,Shanghai,9,5,r,Shanghai_9_5,NA,NA,3.86,NA,NA,h,9
ASI,Shanghai,9,4,r,Shanghai_9_4,NA,NA,0,NA,NA,a,10
ASI,Shanghai,9,2,r,Shanghai_9_2,NA,NA,0,NA,NA,b,10
ASI,Shanghai,9,1,r,Shanghai_9_1,NA,NA,2.44,NA,NA,c,10
ASI,Shanghai,9,20,r,Shanghai_9_20,NA,NA,0,NA,NA,d,10
ASI,Shanghai,9,13,r,Shanghai_9_13,NA,NA,0,NA,NA,e,10
ASI,Shanghai,10,10,r,Shanghai_10_10,NA,NA,0,NA,NA,f,10
ASI,Shanghai,10,9,r,Shanghai_10_9,NA,NA,0,NA,NA,g,10
ASI,Shanghai,10,8,r,Shanghai_10_8,NA,NA,0,NA,NA,h,10
ASI,Shanghai,10,7,r,Shanghai_10_7,NA,NA,8.66,NA,NA,a,11
ASI,Shanghai,10,6,r,Shanghai_10_6,NA,NA,13.9,NA,NA,b,11
ASI,Shanghai,10,4,r,Shanghai_10_4,NA,NA,2.94,NA,NA,c,11
ASI,Shanghai,10,3,r,Shanghai_10_3,NA,NA,8.34,NA,NA,d,11
ASI,Shanghai,10,13,r,Shanghai_10_13,NA,NA,4.26,NA,NA,e,11
ASI,Shanghai,10,2,r,Shanghai_10_2,NA,NA,0,NA,NA,f,11
ASI,Shanghai,10,14,r,Shanghai_10_14,NA,NA,5.44,NA,NA,g,11
ASI,Shanghai,11,10,r,Shanghai_11_10,NA,NA,8.78,NA,NA,h,11
ASI,Shanghai,11,8,r,Shanghai_11_8,NA,NA,2.36,NA,NA,a,12
ASI,Shanghai,11,7,r,Shanghai_11_7,NA,NA,0,NA,NA,b,12
ASI,Shanghai,11,6,r,Shanghai_11_6,NA,NA,8.02,NA,NA,c,12
ASI,Shanghai,11,5,r,Shanghai_11_5,NA,NA,4.54,NA,NA,d,12
ASI,Shanghai,11,4,r,Shanghai_11_4,NA,NA,0,NA,NA,e,12
ASI,Shanghai,11,3,r,Shanghai_11_3,NA,NA,0,NA,NA,f,12
ASI,Shanghai,11,1,r,Shanghai_11_1,NA,NA,3.3,NA,NA,g,12
ASI,Shanghai,11,12,r,Shanghai_11_12,NA,NA,2.26,NA,NA,h,12
EU,Stockholm,1,2,u,Stockholm_1_2,NA,NA,7.98,NA,NA,a,1
EU,Stockholm,1,4,u,Stockholm_1_4,NA,NA,22.8,NA,NA,b,1
EU,Stockholm,1,6,u,Stockholm_1_6,NA,NA,16.5,NA,NA,c,1
EU,Stockholm,1,7,u,Stockholm_1_7,NA,NA,15.3,NA,NA,d,1
EU,Stockholm,1,12,u,Stockholm_1_12,NA,NA,23,NA,NA,e,1
EU,Stockholm,2,10,u,Stockholm_2_10,NA,NA,19.8,NA,NA,f,1
EU,Stockholm,2,11,u,Stockholm_2_11,NA,NA,38,NA,NA,g,1
EU,Stockholm,2,12,u,Stockholm_2_12,NA,NA,18.3,NA,NA,h,1
EU,Stockholm,2,14,u,Stockholm_2_14,NA,NA,6.26,NA,NA,a,2
EU,Stockholm,2,15,u,Stockholm_2_15,NA,NA,5.98,NA,NA,b,2
EU,Stockholm,3,6,u,Stockholm_3_6,NA,NA,8.9,NA,NA,c,2
EU,Stockholm,3,10,u,Stockholm_3_10,NA,NA,6,NA,NA,d,2
EU,Stockholm,3,12,u,Stockholm_3_12,NA,NA,2.9,NA,NA,e,2
EU,Stockholm,3,17,u,Stockholm_3_17,NA,NA,3.3,NA,NA,f,2
EU,Stockholm,3,18,u,Stockholm_3_18,NA,NA,4.14,NA,NA,g,2
EU,Stockholm,4,12,u,Stockholm_4_12,NA,NA,4.74,NA,NA,h,2
EU,Stockholm,4,13,u,Stockholm_4_13,NA,NA,3.76,NA,NA,a,3
EU,Stockholm,4,15,u,Stockholm_4_15,NA,NA,14.8,NA,NA,b,3
EU,Stockholm,4,16,u,Stockholm_4_16,NA,NA,5.32,NA,NA,c,3
EU,Stockholm,4,18,u,Stockholm_4_18,NA,NA,17.5,NA,NA,d,3
EU,Stockholm,5,4,u,Stockholm_5_4,NA,NA,32.2,NA,NA,e,3
EU,Stockholm,5,6,u,Stockholm_5_6,NA,NA,0,NA,NA,f,3
EU,Stockholm,5,9,u,Stockholm_5_9,NA,NA,7.24,NA,NA,g,3
EU,Stockholm,5,11,u,Stockholm_5_11,NA,NA,5.88,NA,NA,h,3
EU,Stockholm,41,4,r,Stockholm_41_4,NA,NA,3.34,NA,NA,a,4
EU,Stockholm,41,5,r,Stockholm_41_5,NA,NA,2.2,NA,NA,b,4
EU,Stockholm,41,2,r,Stockholm_41_2,NA,NA,6.22,NA,NA,c,4
EU,Stockholm,41,13,r,Stockholm_41_13,NA,NA,4.28,NA,NA,d,4
EU,Stockholm,41,14,r,Stockholm_41_14,NA,NA,9.82,NA,NA,e,4
EU,Stockholm,42,5,r,Stockholm_42_5,NA,NA,29,NA,NA,f,4
EU,Stockholm,42,6,r,Stockholm_42_6,NA,NA,12.4,NA,NA,g,4
EU,Stockholm,42,11,r,Stockholm_42_11,NA,NA,5.54,NA,NA,h,4
EU,Stockholm,42,12,r,Stockholm_42_12,NA,NA,5.1,NA,NA,a,5
EU,Stockholm,42,13,r,Stockholm_42_13,NA,NA,13.3,NA,NA,b,5
EU,Stockholm,43,4,r,Stockholm_43_4,NA,NA,3.34,NA,NA,c,5
EU,Stockholm,43,5,r,Stockholm_43_5,NA,NA,0,NA,NA,d,5
EU,Stockholm,43,8,r,Stockholm_43_8,NA,NA,2.68,NA,NA,e,5
EU,Stockholm,43,12,r,Stockholm_43_12,NA,NA,43.2,NA,NA,f,5
EU,Stockholm,43,14,r,Stockholm_43_14,NA,NA,3.32,NA,NA,g,5
EU,Stockholm,44,8,r,Stockholm_44_8,NA,NA,3.54,NA,NA,h,5
EU,Stockholm,44,9,r,Stockholm_44_9,NA,NA,18.4,NA,NA,a,6
EU,Stockholm,44,10,r,Stockholm_44_10,NA,NA,3.14,NA,NA,b,6
EU,Stockholm,44,15,r,Stockholm_44_15,NA,NA,3.66,NA,NA,c,6
EU,Stockholm,44,17,r,Stockholm_44_17,NA,NA,15.2,NA,NA,d,6
EU,Stockholm,45,16,r,Stockholm_45_16,NA,NA,3.1,NA,NA,e,6
EU,Stockholm,45,6,r,Stockholm_45_6,NA,NA,58.6,NA,NA,f,6
EU,Stockholm,45,9,r,Stockholm_45_9,NA,NA,4.1,NA,NA,g,6
EU,Stockholm,45,10,r,Stockholm_45_10,NA,NA,11.8,NA,NA,h,6
OCE,Sydney,1,1,u,Sydney_1_1,32.5,NA,NA,a,1,NA,NA
OCE,Sydney,1,2,u,Sydney_1_2,20.3,NA,NA,b,1,NA,NA
OCE,Sydney,1,3,u,Sydney_1_3,22.5,NA,NA,c,1,NA,NA
OCE,Sydney,1,4,u,Sydney_1_4,25.8,NA,NA,d,1,NA,NA
OCE,Sydney,1,5,u,Sydney_1_5,42.3,NA,NA,e,1,NA,NA
OCE,Sydney,1,6,u,Sydney_1_6,9.34,NA,NA,f,1,NA,NA
OCE,Sydney,1,7,u,Sydney_1_7,65.5,NA,NA,g,1,NA,NA
OCE,Sydney,1,8,u,Sydney_1_8,23.3,NA,NA,h,1,NA,NA
OCE,Sydney,1,9,u,Sydney_1_9,42.4,NA,NA,a,2,NA,NA
OCE,Sydney,1,10,u,Sydney_1_10,35.8,NA,NA,b,2,NA,NA
OCE,Sydney,2,1,u,Sydney_2_1,38.9,NA,NA,c,2,NA,NA
OCE,Sydney,2,2,u,Sydney_2_2,37.2,NA,NA,d,2,NA,NA
OCE,Sydney,2,3,u,Sydney_2_3,0,NA,NA,e,2,NA,NA
OCE,Sydney,2,4,u,Sydney_2_4,9.79,NA,NA,f,2,NA,NA
OCE,Sydney,2,5,u,Sydney_2_5,52.5,NA,NA,g,2,NA,NA
OCE,Sydney,2,6,u,Sydney_2_6,15.7,NA,NA,h,2,NA,NA
OCE,Sydney,2,7,u,Sydney_2_7,27.1,NA,NA,a,3,NA,NA
OCE,Sydney,2,8,u,Sydney_2_8,77.8,NA,NA,b,3,NA,NA
OCE,Sydney,2,9,u,Sydney_2_9,44.9,NA,NA,c,3,NA,NA
OCE,Sydney,2,10,u,Sydney_2_10,20.2,NA,NA,d,3,NA,NA
OCE,Sydney,3,1,u,Sydney_3_1,23.1,NA,NA,e,3,NA,NA
OCE,Sydney,3,2,u,Sydney_3_2,14.4,NA,NA,f,3,NA,NA
OCE,Sydney,3,3,u,Sydney_3_3,13.6,NA,NA,g,3,NA,NA
OCE,Sydney,3,4,u,Sydney_3_4,0,NA,NA,h,3,NA,NA
OCE,Sydney,3,5,u,Sydney_3_5,6.16,NA,NA,a,4,NA,NA
OCE,Sydney,3,6,u,Sydney_3_6,81,NA,NA,b,4,NA,NA
OCE,Sydney,3,7,u,Sydney_3_7,42.7,NA,NA,c,4,NA,NA
OCE,Sydney,3,8,u,Sydney_3_8,26.4,NA,NA,d,4,NA,NA
OCE,Sydney,3,9,u,Sydney_3_9,21.1,NA,NA,e,4,NA,NA
OCE,Sydney,4,1,u,Sydney_4_1,11.7,NA,NA,f,4,NA,NA
OCE,Sydney,4,2,u,Sydney_4_2,45,NA,NA,g,4,NA,NA
OCE,Sydney,4,3,u,Sydney_4_3,7.69,NA,NA,h,4,NA,NA
OCE,Sydney,4,4,u,Sydney_4_4,5.35,NA,NA,a,5,NA,NA
OCE,Sydney,4,5,u,Sydney_4_5,16.7,NA,NA,b,5,NA,NA
OCE,Sydney,4,6,u,Sydney_4_6,16.3,NA,NA,c,5,NA,NA
OCE,Sydney,4,7,u,Sydney_4_7,33.3,NA,NA,d,5,NA,NA
OCE,Sydney,4,8,u,Sydney_4_8,83.5,NA,NA,e,5,NA,NA
OCE,Sydney,4,10,u,Sydney_4_10,32,NA,NA,f,5,NA,NA
OCE,Sydney,5,1,u,Sydney_5_1,2.62,NA,NA,g,5,NA,NA
OCE,Sydney,5,2,u,Sydney_5_2,25.2,NA,NA,h,5,NA,NA
OCE,Sydney,5,3,u,Sydney_5_3,20.8,NA,NA,a,6,NA,NA
OCE,Sydney,5,4,u,Sydney_5_4,3.48,NA,NA,b,6,NA,NA
OCE,Sydney,5,5,u,Sydney_5_5,5.49,NA,NA,c,6,NA,NA
OCE,Sydney,5,6,u,Sydney_5_6,3.72,NA,NA,d,6,NA,NA
OCE,Sydney,5,7,u,Sydney_5_7,6.38,NA,NA,e,6,NA,NA
OCE,Sydney,5,8,u,Sydney_5_8,4.51,NA,NA,f,6,NA,NA
OCE,Sydney,5,9,u,Sydney_5_9,4.06,NA,NA,g,6,NA,NA
OCE,Sydney,5,10,u,Sydney_5_10,3.65,NA,NA,h,6,NA,NA
OCE,Sydney,36,1,r,Sydney_36_1,64.6,NA,NA,a,7,NA,NA
OCE,Sydney,36,2,r,Sydney_36_2,4.44,NA,NA,b,7,NA,NA
OCE,Sydney,36,3,r,Sydney_36_3,5.11,NA,NA,c,7,NA,NA
OCE,Sydney,36,4,r,Sydney_36_4,40.2,NA,NA,d,7,NA,NA
OCE,Sydney,36,5,r,Sydney_36_5,8.28,NA,NA,e,7,NA,NA
OCE,Sydney,36,6,r,Sydney_36_6,27.4,NA,NA,f,7,NA,NA
OCE,Sydney,36,7,r,Sydney_36_7,43.9,NA,NA,g,7,NA,NA
OCE,Sydney,36,8,r,Sydney_36_8,49.7,NA,NA,h,7,NA,NA
OCE,Sydney,36,9,r,Sydney_36_9,37.2,NA,NA,a,8,NA,NA
OCE,Sydney,36,10,r,Sydney_36_10,3.17,NA,NA,b,8,NA,NA
OCE,Sydney,37,1,r,Sydney_37_1,2.24,NA,NA,c,8,NA,NA
OCE,Sydney,37,2,r,Sydney_37_2,2.25,NA,NA,d,8,NA,NA
OCE,Sydney,37,3,r,Sydney_37_3,6.66,NA,NA,e,8,NA,NA
OCE,Sydney,37,4,r,Sydney_37_4,4.41,NA,NA,f,8,NA,NA
OCE,Sydney,37,5,r,Sydney_37_5,5.57,NA,NA,g,8,NA,NA
OCE,Sydney,37,6,r,Sydney_37_6,16.4,NA,NA,h,8,NA,NA
OCE,Sydney,37,7,r,Sydney_37_7,28.1,NA,NA,a,9,NA,NA
OCE,Sydney,37,8,r,Sydney_37_8,5.3,NA,NA,b,9,NA,NA
OCE,Sydney,37,9,r,Sydney_37_9,3.54,NA,NA,c,9,NA,NA
OCE,Sydney,37,10,r,Sydney_37_10,6.11,NA,NA,d,9,NA,NA
OCE,Sydney,38,1,r,Sydney_38_1,1.79,NA,NA,e,9,NA,NA
OCE,Sydney,38,2,r,Sydney_38_2,2.18,NA,NA,f,9,NA,NA
OCE,Sydney,38,3,r,Sydney_38_3,5.39,NA,NA,g,9,NA,NA
OCE,Sydney,38,4,r,Sydney_38_4,4.09,NA,NA,h,9,NA,NA
OCE,Sydney,38,5,r,Sydney_38_5,1.48,NA,NA,a,10,NA,NA
OCE,Sydney,38,6,r,Sydney_38_6,1.23,NA,NA,b,10,NA,NA
OCE,Sydney,38,7,r,Sydney_38_7,1.72,NA,NA,c,10,NA,NA
OCE,Sydney,38,8,r,Sydney_38_8,3.79,NA,NA,d,10,NA,NA
OCE,Sydney,38,9,r,Sydney_38_9,2.21,NA,NA,e,10,NA,NA
OCE,Sydney,39,1,r,Sydney_39_1,1.86,NA,NA,f,10,NA,NA
OCE,Sydney,39,2,r,Sydney_39_2,2.81,NA,NA,g,10,NA,NA
OCE,Sydney,39,3,r,Sydney_39_3,35.3,NA,NA,h,10,NA,NA
OCE,Sydney,40,1,r,Sydney_40_1,113,NA,NA,a,11,NA,NA
OCE,Sydney,40,2,r,Sydney_40_2,4.93,NA,NA,b,11,NA,NA
OCE,Sydney,40,3,r,Sydney_40_3,2.22,NA,NA,c,11,NA,NA
OCE,Sydney,40,4,r,Sydney_40_4,1.92,NA,NA,d,11,NA,NA
OCE,Sydney,40,5,r,Sydney_40_5,2.66,NA,NA,e,11,NA,NA
OCE,Sydney,40,6,r,Sydney_40_6,1.64,NA,NA,f,11,NA,NA
OCE,Sydney,40,7,r,Sydney_40_7,1.2,NA,NA,g,11,NA,NA
OCE,Sydney,40,8,r,Sydney_40_8,2.03,NA,NA,h,11,NA,NA
OCE,Sydney,40,9,r,Sydney_40_9,55.7,NA,NA,a,12,NA,NA
OCE,Sydney,40,10,r,Sydney_40_10,1.39,NA,NA,b,12,NA,NA
SAM,Talca,1,14,u,Talca_1_14,4.68,NA,NA,a,1,NA,NA
SAM,Talca,1,13,u,Talca_1_13,8.62,NA,19.5,b,1,e,7
SAM,Talca,1,12,u,Talca_1_12,13.1,NA,NA,c,1,NA,NA
SAM,Talca,1,10,u,Talca_1_10,8.58,NA,NA,d,1,NA,NA
SAM,Talca,1,9,u,Talca_1_9,19.5,NA,NA,e,1,NA,NA
SAM,Talca,1,8,u,Talca_1_8,15,NA,10.9,f,1,d,7
SAM,Talca,1,7,u,Talca_1_7,8.34,NA,NA,g,1,NA,NA
SAM,Talca,1,5,u,Talca_1_5,6.24,NA,4,h,1,c,7
SAM,Talca,1,3,u,Talca_1_3,12.6,NA,42.2,a,2,b,7
SAM,Talca,1,1,u,Talca_1_1,2.68,NA,11.1,b,2,a,7
SAM,Talca,4,20,u,Talca_4_20,22.8,NA,NA,c,2,NA,NA
SAM,Talca,4,19,u,Talca_4_19,16.4,NA,21.2,d,2,b,8
SAM,Talca,4,15,u,Talca_4_15,10.1,NA,10.5,e,2,g,7
SAM,Talca,4,9,u,Talca_4_9,10.2,NA,NA,f,2,NA,NA
SAM,Talca,4,8,u,Talca_4_8,0,NA,6.3,g,2,a,8
SAM,Talca,4,6,u,Talca_4_6,17,NA,NA,h,2,NA,NA
SAM,Talca,4,5,u,Talca_4_5,11.6,NA,12.5,a,3,h,7
SAM,Talca,4,4,u,Talca_4_4,7.78,NA,19.6,b,3,f,7
SAM,Talca,4,3,u,Talca_4_3,11.7,NA,NA,c,3,NA,NA
SAM,Talca,4,1,u,Talca_4_1,30.4,NA,NA,d,3,NA,NA
SAM,Talca,7,17,u,Talca_7_17,10.7,NA,16.1,e,3,g,8
SAM,Talca,7,16,u,Talca_7_16,6.06,NA,6.6,f,3,e,8
SAM,Talca,7,15,u,Talca_7_15,8.48,NA,11.5,g,3,f,8
SAM,Talca,7,14,u,Talca_7_14,10.1,NA,NA,h,3,NA,NA
SAM,Talca,7,8,u,Talca_7_8,8.52,NA,NA,a,4,NA,NA
SAM,Talca,7,7,u,Talca_7_7,7.9,NA,NA,b,4,NA,NA
SAM,Talca,7,5,u,Talca_7_5,4.88,NA,NA,c,4,NA,NA
SAM,Talca,7,2,u,Talca_7_2,16.2,NA,0,d,4,d,8
SAM,Talca,7,1,u,Talca_7_1,7.08,NA,23,e,4,c,8
SAM,Talca,10,17,u,Talca_10_17,14,NA,16.4,f,4,b,9
SAM,Talca,10,15,u,Talca_10_15,0,NA,21.6,g,4,c,9
SAM,Talca,10,14,u,Talca_10_14,12.1,NA,33.2,h,4,d,9
SAM,Talca,10,12,u,Talca_10_12,0,NA,NA,a,5,NA,NA
SAM,Talca,10,9,u,Talca_10_9,0,NA,NA,b,5,NA,NA
SAM,Talca,10,7,u,Talca_10_7,31.6,NA,NA,c,5,NA,NA
SAM,Talca,10,5,u,Talca_10_5,9.16,NA,NA,d,5,NA,NA
SAM,Talca,10,2,u,Talca_10_2,8.48,NA,30.6,e,5,a,9
SAM,Talca,10,1,u,Talca_10_1,9.72,NA,3.22,f,5,h,8
SAM,Talca,13,20,u,Talca_13_20,0,NA,NA,g,5,NA,NA
SAM,Talca,13,16,u,Talca_13_16,5.5,NA,NA,h,5,NA,NA
SAM,Talca,13,15,u,Talca_13_15,11.6,NA,NA,a,6,NA,NA
SAM,Talca,13,13,u,Talca_13_13,11.5,NA,20.2,b,6,h,9
SAM,Talca,13,12,u,Talca_13_12,0,NA,0,c,6,g,9
SAM,Talca,13,10,u,Talca_13_10,21.4,NA,NA,d,6,NA,NA
SAM,Talca,13,9,u,Talca_13_9,18.1,NA,NA,e,6,NA,NA
SAM,Talca,13,6,u,Talca_13_6,14.4,NA,NA,f,6,NA,NA
