city,seed,tp_scaled_r,nSites_r,nSites_u,tp_diff,betaLog_Dist,pvalLog_Dist,betaLog_fromGlobalModel,sig
Mexico_City,2,0.018221229510872395,233587,233673,3.999860231867977e-4,-0.152,0.703,0.301,Not significant
Mexico_City,20,0.018660868915212243,233895,233294,-5.023836029292433e-4,-0.152,0.703,0.301,Not significant
Mexico_City,21,0.018581289633966772,233719,233456,-3.243122356317192e-4,-0.152,0.703,0.301,Not significant
Mexico_City,22,0.018244578375105833,233772,233395,3.6565902333973027e-4,-0.152,0.703,0.301,Not significant
Mexico_City,23,0.018198523954403585,232923,234091,3.687803430438459e-4,-0.152,0.703,0.301,Not significant
Mexico_City,24,0.01819813258835178,233481,233686,3.91408441557016e-4,-0.152,0.703,0.301,Not significant
Mexico_City,25,0.018180250335537607,233701,233532,5.127100381181124e-4,-0.152,0.703,0.301,Not significant
Mexico_City,26,0.018647610776913914,233437,233724,-4.7076788033137765e-4,-0.152,0.703,0.301,Not significant
Mexico_City,27,0.018250803070360543,233730,233422,3.5730250182767695e-4,-0.152,0.703,0.301,Not significant
Mexico_City,28,0.018545196177917597,232939,234021,-2.530831230559555e-4,-0.152,0.703,0.301,Not significant
Mexico_City,29,0.018744887212488733,233703,233562,-6.015400830068456e-4,-0.152,0.703,0.301,Not significant
Mexico_City,3,0.018519746345026317,233910,233246,-2.5811582754333914e-4,-0.152,0.703,0.301,Not significant
Mexico_City,30,0.018236188492242778,233806,233347,3.347921173459216e-4,-0.152,0.703,0.301,Not significant
Mexico_City,31,0.018577657425488538,234161,232765,-3.184222955348766e-4,-0.152,0.703,0.301,Not significant
Mexico_City,32,0.01866112096952744,233679,233563,-4.4854027002778907e-4,-0.152,0.703,0.301,Not significant
Mexico_City,33,0.01821589108744679,233457,233752,3.9752829062539297e-4,-0.152,0.703,0.301,Not significant
Mexico_City,34,0.01824485927269314,233384,233807,3.308222293836524e-4,-0.152,0.703,0.301,Not significant
Mexico_City,35,0.018613136254495465,233873,233220,-4.0316368756803875e-4,-0.152,0.703,0.301,Not significant
Mexico_City,36,0.018692514396030886,233444,233825,-5.212899592751778e-4,-0.152,0.703,0.301,Not significant
Mexico_City,37,0.018593957554401217,233470,233680,-3.0617629178151043e-4,-0.152,0.703,0.301,Not significant
Mexico_City,38,0.01829287622481101,233619,233633,2.3463501757998648e-4,-0.152,0.703,0.301,Not significant
Mexico_City,39,0.01815483035342265,232761,234232,4.346887253622901e-4,-0.152,0.703,0.301,Not significant
Mexico_City,4,0.01842360659187376,233683,233496,1.0038454924324314e-6,-0.152,0.703,0.301,Not significant
Mexico_City,40,0.018619030441559315,233443,233724,-3.528416393047268e-4,-0.152,0.703,0.301,Not significant
Mexico_City,41,0.0183349165899018,233610,233617,1.5345213117989517e-4,-0.152,0.703,0.301,Not significant
Mexico_City,42,0.018671337946529216,233624,233578,-4.745820518575611e-4,-0.152,0.703,0.301,Not significant
Mexico_City,43,0.01870357200697721,233897,233209,-6.008918813568652e-4,-0.152,0.703,0.301,Not significant
Mexico_City,44,0.01854241871095477,233663,233556,-2.151772554144088e-4,-0.152,0.703,0.301,Not significant
Mexico_City,45,0.01824352106732015,232719,234164,2.5383815333170773e-4,-0.152,0.703,0.301,Not significant
Mexico_City,46,0.018358471686240017,233663,233529,1.298700594659051e-4,-0.152,0.703,0.301,Not significant
Mexico_City,47,0.01870320445065467,232766,234177,-4.831761541867173e-4,-0.152,0.703,0.301,Not significant
Mexico_City,48,0.018561940726963242,233874,233307,-3.3216126956359115e-4,-0.152,0.703,0.301,Not significant
Mexico_City,49,0.018309481436280788,233693,233531,2.246126297646145e-4,-0.152,0.703,0.301,Not significant
Mexico_City,5,0.018578394910141734,233411,233752,-3.180244061223268e-4,-0.152,0.703,0.301,Not significant
Mexico_City,50,0.01828212421366843,234081,232986,3.6069884281062295e-4,-0.152,0.703,0.301,Not significant
Mexico_City,51,0.018686590865369026,233354,233849,-4.992627690938341e-4,-0.152,0.703,0.301,Not significant
Mexico_City,52,0.018299694741073725,233477,233745,2.021757506423874e-4,-0.152,0.703,0.301,Not significant
Mexico_City,53,0.018630435621927992,233393,233802,-4.612559131438737e-4,-0.152,0.703,0.301,Not significant
Mexico_City,54,0.01874322278560054,233801,233383,-6.638507282909767e-4,-0.152,0.703,0.301,Not significant
Mexico_City,55,0.018457700635234872,233312,233836,-8.314409192161296e-5,-0.152,0.703,0.301,Not significant
Mexico_City,56,0.01850506945113566,233686,233453,-1.969737518758355e-4,-0.152,0.703,0.301,Not significant
Mexico_City,57,0.01856717097825016,233523,233674,-2.997053554268207e-4,-0.152,0.703,0.301,Not significant
Mexico_City,58,0.018259011082954493,233380,233790,2.947373919556448e-4,-0.152,0.703,0.301,Not significant
Mexico_City,59,0.018276583223319147,233771,233437,2.601069370090081e-4,-0.152,0.703,0.301,Not significant
Mexico_City,6,0.018607837420005584,233940,233198,-4.413257320466414e-4,-0.152,0.703,0.301,Not significant
Mexico_City,60,0.018208067745372057,233301,233896,3.7756444035730655e-4,-0.152,0.703,0.301,Not significant
Mexico_City,61,0.0180853366450628,233398,233824,6.787185380301708e-4,-0.152,0.703,0.301,Not significant
Mexico_City,62,0.018139807748683557,233918,233216,6.145619440009152e-4,-0.152,0.703,0.301,Not significant
Mexico_City,63,0.01826395312806208,233447,233780,2.5766829773041927e-4,-0.152,0.703,0.301,Not significant
Mexico_City,64,0.018608221587314795,233934,233226,-4.0801020442311417e-4,-0.152,0.703,0.301,Not significant
Mexico_City,65,0.018288094244708775,233924,233256,3.136322279819852e-4,-0.152,0.703,0.301,Not significant
Mexico_City,66,0.01823752077914726,233149,234031,3.0641097816704044e-4,-0.152,0.703,0.301,Not significant
Mexico_City,67,0.018268015639494758,233084,234037,2.9992487047605584e-4,-0.152,0.703,0.301,Not significant
Mexico_City,68,0.018706165619243084,233920,233169,-5.986072501999486e-4,-0.152,0.703,0.301,Not significant
Mexico_City,69,0.01826995848665001,233813,233337,3.439688133092256e-4,-0.152,0.703,0.301,Not significant
Mexico_City,7,0.018675305876824724,233562,233652,-4.749384041187743e-4,-0.152,0.703,0.301,Not significant
Mexico_City,70,0.018662869752201418,233403,233790,-5.085002750364054e-4,-0.152,0.703,0.301,Not significant
Mexico_City,71,0.01872814267309378,234167,232823,-6.582133221967913e-4,-0.152,0.703,0.301,Not significant
Mexico_City,72,0.0181553715064156,233487,233772,5.604936242860695e-4,-0.152,0.703,0.301,Not significant
Mexico_City,73,0.01867937457702001,233959,233147,-4.933562159293303e-4,-0.152,0.703,0.301,Not significant
Mexico_City,74,0.018164229941783086,233170,233960,5.12400075435241e-4,-0.152,0.703,0.301,Not significant
Mexico_City,75,0.018338465383158274,233552,233668,2.118292556887169e-4,-0.152,0.703,0.301,Not significant
Mexico_City,76,0.018623520174959156,233464,233766,-3.797854844067444e-4,-0.152,0.703,0.301,Not significant
Mexico_City,77,0.01856699490479787,233648,233503,-3.0430598340828313e-4,-0.152,0.703,0.301,Not significant
Mexico_City,78,0.018491631430036307,233792,233444,-1.2380738025840818e-4,-0.152,0.703,0.301,Not significant
Mexico_City,79,0.018322546964248947,233940,233239,2.3760069358298372e-4,-0.152,0.703,0.301,Not significant
Mexico_City,8,0.0183349872244281,233856,233312,1.9975771193634154e-4,-0.152,0.703,0.301,Not significant
Mexico_City,80,0.018152353704363477,233326,233831,4.926900174406813e-4,-0.152,0.703,0.301,Not significant
Mexico_City,81,0.01811272511459318,233129,234003,6.178871210415493e-4,-0.152,0.703,0.301,Not significant
Mexico_City,82,0.018129114361457123,233661,233584,5.585128850961497e-4,-0.152,0.703,0.301,Not significant
Mexico_City,83,0.018181580579119637,233143,233965,4.525917297012669e-4,-0.152,0.703,0.301,Not significant
Mexico_City,84,0.018696674308215505,234011,233135,-5.772068491208225e-4,-0.152,0.703,0.301,Not significant
Mexico_City,85,0.018486529949049545,234288,232596,-1.9244368120364258e-4,-0.152,0.703,0.301,Not significant
Mexico_City,86,0.018477757849653668,233542,233622,-1.1644878261361444e-4,-0.152,0.703,0.301,Not significant
Mexico_City,87,0.018221242059850973,233346,233896,3.7444041708525194e-4,-0.152,0.703,0.301,Not significant
Mexico_City,88,0.018127827765816677,233743,233579,6.323692752316333e-4,-0.152,0.703,0.301,Not significant
Mexico_City,89,0.018644078776854225,234294,232566,-4.817191871144093e-4,-0.152,0.703,0.301,Not significant
Mexico_City,9,0.018565481376814144,233473,233731,-2.834149431008154e-4,-0.152,0.703,0.301,Not significant
Mexico_City,90,0.018280126236110077,233688,233550,3.017531816808909e-4,-0.152,0.703,0.301,Not significant
Mexico_City,91,0.01862380806795001,233617,233558,-4.6485547576995134e-4,-0.152,0.703,0.301,Not significant
Mexico_City,92,0.01874228571800413,234070,233011,-6.974994461406876e-4,-0.152,0.703,0.301,Not significant
Mexico_City,93,0.018623763291440214,233218,233935,-3.810534336165551e-4,-0.152,0.703,0.301,Not significant
Mexico_City,94,0.01830320307491955,233845,233262,2.6740553742772913e-4,-0.152,0.703,0.301,Not significant
Mexico_City,95,0.018585086640756112,233974,233173,-3.480476181746302e-4,-0.152,0.703,0.301,Not significant
Mexico_City,96,0.01847859963545106,233735,233445,-1.2973162200714122e-4,-0.152,0.703,0.301,Not significant
Mexico_City,97,0.018267962117541454,233955,233186,3.293711774626888e-4,-0.152,0.703,0.301,Not significant
Mexico_City,98,0.01872305130375816,233480,233784,-5.151607129576484e-4,-0.152,0.703,0.301,Not significant
Mexico_City,99,0.018592998259675256,233578,233679,-3.596517366044917e-4,-0.152,0.703,0.301,Not significant
Munich,1,0.018895400147511746,233939,233724,-5.3913414454733605e-5,0.513,0.034,0.684,Significantly positive
Munich,10,0.01897145213905149,234472,232995,-1.7561617524557843e-4,0.513,0.034,0.684,Significantly positive
Munich,100,0.018866528487653342,233648,233941,3.1769845926492984e-5,0.513,0.034,0.684,Significantly positive
Munich,11,0.018836788991495115,233632,234004,8.316164541427237e-5,0.513,0.034,0.684,Significantly positive
Munich,12,0.01876268814568291,233510,234132,2.0665449108185976e-4,0.513,0.034,0.684,Significantly positive
Munich,13,0.019022419001271083,234278,233244,-3.162431991286137e-4,0.513,0.034,0.684,Significantly positive
Munich,14,0.018766772825399566,233807,233912,1.6322942363353188e-4,0.513,0.034,0.684,Significantly positive
Munich,15,0.018854895159302876,233793,233863,5.786441981303278e-5,0.513,0.034,0.684,Significantly positive
Munich,16,0.018770364460892183,234161,233412,2.1875560050815465e-4,0.513,0.034,0.684,Significantly positive
Munich,17,0.018919887728963393,233990,233700,-1.2884691648330435e-4,0.513,0.034,0.684,Significantly positive
Munich,18,0.018909368969102835,233879,233774,-8.453495277850956e-5,0.513,0.034,0.684,Significantly positive
Munich,19,0.018814637051618812,233752,233947,1.0724836179490729e-4,0.513,0.034,0.684,Significantly positive
Munich,2,0.01887720787927526,233570,234018,-3.7927651686042035e-5,0.513,0.034,0.684,Significantly positive
Munich,20,0.01883153926223645,233638,234031,9.601333468980955e-5,0.513,0.034,0.684,Significantly positive
Munich,21,0.01884410574917423,233419,234165,7.511986651367181e-5,0.513,0.034,0.684,Significantly positive
Munich,22,0.018895875453838463,234360,233151,-6.404423839987544e-5,0.513,0.034,0.684,Significantly positive
Munich,23,0.01888365353310972,233954,233734,-1.7231159721148998e-5,0.513,0.034,0.684,Significantly positive
Munich,24,0.018860097847538313,233639,234037,4.56193888613704e-5,0.513,0.034,0.684,Significantly positive
Munich,25,0.018947482983955866,233751,233873,-1.2993184591039708e-4,0.513,0.034,0.684,Significantly positive
Munich,26,0.01883493348790767,233820,233865,9.60734344878228e-5,0.513,0.034,0.684,Significantly positive
Munich,27,0.018883497944063975,233895,233783,-2.2372317660262347e-5,0.513,0.034,0.684,Significantly positive
Munich,28,0.01891514351316807,234246,233306,-8.2478277235426e-5,0.513,0.034,0.684,Significantly positive
Munich,29,0.018868210385221025,233496,234104,2.7016648830601592e-5,0.513,0.034,0.684,Significantly positive
Munich,3,0.018900154858651846,233297,234288,-4.357908380391018e-5,0.513,0.034,0.684,Significantly positive
Munich,30,0.01884050221977186,233297,234260,5.9842505001121704e-5,0.513,0.034,0.684,Significantly positive
Munich,31,0.018860043587681726,233884,233817,2.1164065045830432e-5,0.513,0.034,0.684,Significantly positive
Munich,32,0.018926793121025007,233341,234157,-1.1402463392892054e-4,0.513,0.034,0.684,Significantly positive
Munich,33,0.01874518779756538,233484,234169,2.2448622343753527e-4,0.513,0.034,0.684,Significantly positive
Munich,34,0.01904507650121823,234040,233549,-3.6597541309200954e-4,0.513,0.034,0.684,Significantly positive
Munich,35,0.018821423409761597,233177,234335,9.318047486203684e-5,0.513,0.034,0.684,Significantly positive
Munich,36,0.01886586406369331,233954,233725,-1.0948297860663425e-7,0.513,0.034,0.684,Significantly positive
Munich,37,0.018850689732817536,233587,234100,3.9112020340747317e-5,0.513,0.034,0.684,Significantly positive
Munich,38,0.018773634528182117,234017,233597,1.9947615562039903e-4,0.513,0.034,0.684,Significantly positive
Munich,39,0.019026921424579374,234478,232994,-3.468332609269237e-4,0.513,0.034,0.684,Significantly positive
Munich,4,0.018948740645944734,233975,233685,-1.447449192629839e-4,0.513,0.034,0.684,Significantly positive
Munich,40,0.018864895807757433,234021,233575,3.0108559049012856e-5,0.513,0.034,0.684,Significantly positive
Munich,41,0.018901059013938015,233902,233782,-7.666819887546666e-5,0.513,0.034,0.684,Significantly positive
Munich,42,0.018831785565431435,233933,233678,5.7294801908646525e-5,0.513,0.034,0.684,Significantly positive
Munich,43,0.01892395629458018,233906,233754,-1.2042899621926909e-4,0.513,0.034,0.684,Significantly positive
Munich,44,0.018885628253951646,233790,233818,7.4815614953469e-6,0.513,0.034,0.684,Significantly positive
Munich,45,0.018911893637011876,234634,232309,-1.151814979203844e-4,0.513,0.034,0.684,Significantly positive
Munich,46,0.018855627738472165,233584,233942,4.2912466587483045e-5,0.513,0.034,0.684,Significantly positive
Munich,47,0.018856240645803914,233748,233964,1.1482387731468618e-5,0.513,0.034,0.684,Significantly positive
Munich,48,0.01894726023682029,233455,234120,-1.6937695964239566e-4,0.513,0.034,0.684,Significantly positive
Munich,49,0.01884150842608961,233766,233911,4.997084792776954e-5,0.513,0.034,0.684,Significantly positive
Munich,5,0.018971286495816652,234107,233496,-1.821990086067933e-4,0.513,0.034,0.684,Significantly positive
Munich,50,0.018948076599782857,234051,233624,-1.3589808581043056e-4,0.513,0.034,0.684,Significantly positive
Munich,51,0.01895612213110593,234177,233470,-1.8456996973545414e-4,0.513,0.034,0.684,Significantly positive
Munich,52,0.018894240266338753,234044,233557,-2.3636816387284654e-5,0.513,0.034,0.684,Significantly positive
Munich,53,0.01871531025283933,233323,234227,2.916119343970118e-4,0.513,0.034,0.684,Significantly positive
Munich,54,0.018906086304225276,234037,233607,-9.538410500009586e-5,0.513,0.034,0.684,Significantly positive
Munich,55,0.01895324191377622,233883,233766,-1.3521398227806306e-4,0.513,0.034,0.684,Significantly positive
Munich,56,0.01888715553817741,233761,233881,-9.449327566093957e-6,0.513,0.034,0.684,Significantly positive
Munich,57,0.018747659601587724,233211,234340,2.514221077045929e-4,0.513,0.034,0.684,Significantly positive
Munich,58,0.01892081761662209,234400,233012,-1.0766815204578742e-4,0.513,0.034,0.684,Significantly positive
Munich,59,0.018847019892886625,233784,233894,8.270258474637332e-5,0.513,0.034,0.684,Significantly positive
Munich,6,0.01886985265430067,233878,233779,1.2818445593039407e-5,0.513,0.034,0.684,Significantly positive
Munich,60,0.018984564224927034,234339,232953,-2.4428815882091004e-4,0.513,0.034,0.684,Significantly positive
Munich,61,0.018924667804579274,234139,233452,-9.612917093572773e-5,0.513,0.034,0.684,Significantly positive
Munich,62,0.01887676207179281,233772,233889,-3.723602108833893e-5,0.513,0.034,0.684,Significantly positive
Munich,63,0.018912829189622074,234103,233609,-8.812993072807723e-5,0.513,0.034,0.684,Significantly positive
Munich,64,0.018891437166137687,233736,233980,-7.389256788558132e-5,0.513,0.034,0.684,Significantly positive
Munich,65,0.018721488776565744,232994,234438,2.731656099569865e-4,0.513,0.034,0.684,Significantly positive
Munich,66,0.018861543269531243,233957,233693,2.325395999641655e-5,0.513,0.034,0.684,Significantly positive
Munich,67,0.01890326346830983,234300,233296,-5.402205512668526e-5,0.513,0.034,0.684,Significantly positive
Munich,68,0.018894095226196162,233774,233955,-1.698649134803179e-5,0.513,0.034,0.684,Significantly positive
Munich,69,0.018841672296643016,233590,234033,7.57523986833139e-5,0.513,0.034,0.684,Significantly positive
Munich,7,0.01894542611562538,233689,233928,-1.350538715064603e-4,0.513,0.034,0.684,Significantly positive
Munich,70,0.01892948673332194,234146,233481,-1.2032808089867952e-4,0.513,0.034,0.684,Significantly positive
Munich,71,0.018699671470707908,233424,234144,3.0127771852294163e-4,0.513,0.034,0.684,Significantly positive
Munich,72,0.01891003074204406,234000,233613,-6.279273127470647e-5,0.513,0.034,0.684,Significantly positive
Munich,73,0.018862074266939942,233765,233893,2.923412222315125e-5,0.513,0.034,0.684,Significantly positive
Munich,74,0.018898488164327522,233768,233855,-5.720236860113845e-5,0.513,0.034,0.684,Significantly positive
Munich,75,0.018795588874797365,233618,234072,1.6354838835752616e-4,0.513,0.034,0.684,Significantly positive
Munich,76,0.018803658918344478,233721,233975,1.2383037807869868e-4,0.513,0.034,0.684,Significantly positive
Munich,77,0.01898325125944624,234070,233530,-2.4038524184772855e-4,0.513,0.034,0.684,Significantly positive
Munich,78,0.01897857848409707,234128,233517,-1.8494314996883934e-4,0.513,0.034,0.684,Significantly positive
Munich,79,0.018730900746823185,233352,234269,2.4805057348234114e-4,0.513,0.034,0.684,Significantly positive
Munich,8,0.018723144301838704,233573,234107,2.7687193875956806e-4,0.513,0.034,0.684,Significantly positive
Munich,80,0.018859115935433463,234038,233561,2.4431547707048223e-5,0.513,0.034,0.684,Significantly positive
Munich,81,0.018854963081338813,233474,234114,2.5102126862543844e-5,0.513,0.034,0.684,Significantly positive
Munich,82,0.018958744750984028,233906,233719,-1.8853197167029156e-4,0.513,0.034,0.684,Significantly positive
Munich,83,0.018729479981288825,234127,233577,2.0131975101245897e-4,0.513,0.034,0.684,Significantly positive
Munich,84,0.018773630978312084,233426,234203,1.848268337095102e-4,0.513,0.034,0.684,Significantly positive
Munich,85,0.018849324467361633,233450,233991,3.3198121722716883e-5,0.513,0.034,0.684,Significantly positive
Munich,86,0.018845843450545255,234165,233492,5.907391497469994e-5,0.513,0.034,0.684,Significantly positive
Munich,87,0.01905181965367124,234423,233023,-4.005990241731615e-4,0.513,0.034,0.684,Significantly positive
Munich,88,0.018847216397199766,234115,233542,5.48747371857429e-5,0.513,0.034,0.684,Significantly positive
Munich,89,0.01881877420489407,233845,233786,1.0489800930361601e-4,0.513,0.034,0.684,Significantly positive
Munich,9,0.01884360583233297,233884,233812,5.29211479746855e-5,0.513,0.034,0.684,Significantly positive
Munich,90,0.018762198150193848,233350,234234,2.5270547427298437e-4,0.513,0.034,0.684,Significantly positive
Munich,91,0.018825958994536665,233785,233856,8.152041587971767e-5,0.513,0.034,0.684,Significantly positive
Munich,92,0.018939730213467714,234000,233645,-1.4945276324465281e-4,0.513,0.034,0.684,Significantly positive
Munich,93,0.018855686879083285,234063,233641,4.4733683946536484e-5,0.513,0.034,0.684,Significantly positive
Munich,94,0.01888724411930761,233678,233919,-3.0458323883847394e-5,0.513,0.034,0.684,Significantly positive
Munich,95,0.018900838928960342,233525,234185,-3.668607325153089e-5,0.513,0.034,0.684,Significantly positive
Munich,96,0.018887903820807135,233971,233701,-2.89997582258103e-5,0.513,0.034,0.684,Significantly positive
Munich,97,0.018871182872553915,234008,233561,-1.0865828051223603e-5,0.513,0.034,0.684,Significantly positive
Munich,98,0.0188674542577418,234049,233662,-6.448390244020302e-6,0.513,0.034,0.684,Significantly positive
Munich,99,0.018976417766772804,234285,233364,-2.1220494246767738e-4,0.513,0.034,0.684,Significantly positive
Paris,1,0.019366315458581144,231055,231958,7.090716687274332e-5,-0.227,0.312,-0.007,Not significant
Paris,10,0.019510777680294213,230700,232127,-2.0961325618719037e-4,-0.227,0.312,-0.007,Not significant
Paris,100,0.01924333323237928,230080,232402,2.61508654928487e-4,-0.227,0.312,-0.007,Not significant
Paris,11,0.019399598879582456,230559,232287,2.713237690833703e-5,-0.227,0.312,-0.007,Not significant
Paris,12,0.019808699726084386,230474,232334,-6.616160416783451e-4,-0.227,0.312,-0.007,Not significant
Paris,13,0.01968267886486837,232654,229680,-6.356523602405115e-4,-0.227,0.312,-0.007,Not significant
Paris,14,0.019166829838229805,230771,232139,3.9053875131886406e-4,-0.227,0.312,-0.007,Not significant
Paris,15,0.019361200333437186,230736,232121,-5.736967387398595e-7,-0.227,0.312,-0.007,Not significant
Paris,16,0.019124577896461353,230660,232187,5.105562350272326e-4,-0.227,0.312,-0.007,Not significant
Paris,17,0.019636705714539644,232060,230949,-5.020800825973545e-4,-0.227,0.312,-0.007,Not significant
Paris,18,0.019535651212635157,232349,229985,-4.719496131385427e-4,-0.227,0.312,-0.007,Not significant
Paris,19,0.01909630468121875,229269,232752,5.412746878767187e-4,-0.227,0.312,-0.007,Not significant
Paris,2,0.01942335689487993,229648,232693,-3.755835078467565e-5,-0.227,0.312,-0.007,Not significant
Paris,20,0.019496954040680477,231057,231899,-1.5983600052286995e-4,-0.227,0.312,-0.007,Not significant
Paris,21,0.019532803355553286,230767,232168,-2.6819594883265366e-4,-0.227,0.312,-0.007,Not significant
Paris,22,0.019474819828421818,231345,231724,-6.512751091972829e-5,-0.227,0.312,-0.007,Not significant
Paris,23,0.019663315488712245,231839,231044,-4.8552237062372827e-4,-0.227,0.312,-0.007,Not significant
Paris,24,0.019495130373164873,232631,229867,-2.5342720440323097e-4,-0.227,0.312,-0.007,Not significant
Paris,25,0.01950098742121117,231448,231493,-2.2740810104633288e-4,-0.227,0.312,-0.007,Not significant
Paris,26,0.019111897694002393,227634,233047,4.8118575397757685e-4,-0.227,0.312,-0.007,Not significant
Paris,27,0.019711964376996672,229275,232756,-4.8093324597350134e-4,-0.227,0.312,-0.007,Not significant
Paris,28,0.01935161487696205,228936,232898,5.014949496294149e-5,-0.227,0.312,-0.007,Not significant
Paris,29,0.01945732818670038,230484,232333,-7.214469713126906e-5,-0.227,0.312,-0.007,Not significant
Paris,3,0.019282957410900248,229835,232548,1.9215595393479862e-4,-0.227,0.312,-0.007,Not significant
Paris,30,0.019318243179179014,231937,230986,1.4092510874077688e-4,-0.227,0.312,-0.007,Not significant
Paris,31,0.01939031752200021,230846,232109,-1.5784237638087617e-5,-0.227,0.312,-0.007,Not significant
Paris,32,0.01941324730880841,232742,229180,-8.311350060739853e-5,-0.227,0.312,-0.007,Not significant
Paris,33,0.019337279069454014,231459,231726,1.4008028454385105e-4,-0.227,0.312,-0.007,Not significant
Paris,34,0.01945375869403471,231385,231621,-9.105559507054453e-5,-0.227,0.312,-0.007,Not significant
Paris,35,0.019478928496744072,232751,229306,-2.3313799166310711e-4,-0.227,0.312,-0.007,Not significant
Paris,36,0.0191371661383845,230979,231867,5.455840712500423e-4,-0.227,0.312,-0.007,Not significant
Paris,37,0.01956696783792848,230963,232092,-2.795222972594713e-4,-0.227,0.312,-0.007,Not significant
Paris,38,0.019285877668997618,230609,231992,9.584908308463494e-5,-0.227,0.312,-0.007,Not significant
Paris,39,0.019312328122109736,231171,231812,1.9706420221661178e-4,-0.227,0.312,-0.007,Not significant
Paris,4,0.019387265811720667,231377,231677,4.5425065988737023e-5,-0.227,0.312,-0.007,Not significant
Paris,40,0.01926587732689589,230727,232238,2.8120038563929015e-4,-0.227,0.312,-0.007,Not significant
Paris,41,0.019547077266154185,231618,231317,-2.395565035063392e-4,-0.227,0.312,-0.007,Not significant
Paris,42,0.019515857313961618,230722,232161,-1.7716001548238533e-4,-0.227,0.312,-0.007,Not significant
Paris,43,0.019339550092968692,228418,233016,8.71824861432835e-5,-0.227,0.312,-0.007,Not significant
Paris,44,0.019429207033877884,231360,231715,-7.063957874451146e-5,-0.227,0.312,-0.007,Not significant
Paris,45,0.01879015033857445,226150,233268,8.841379556037941e-4,-0.227,0.312,-0.007,Not significant
Paris,46,0.01933479429475643,231625,231518,1.4259327031380595e-4,-0.227,0.312,-0.007,Not significant
Paris,47,0.01915190766433112,228940,232848,3.972581566129875e-4,-0.227,0.312,-0.007,Not significant
Paris,48,0.019496267906455755,232689,229520,-3.2467174611746155e-4,-0.227,0.312,-0.007,Not significant
Paris,49,0.019433761180683483,230697,232208,-7.691295156432576e-5,-0.227,0.312,-0.007,Not significant
Paris,5,0.01935403921028919,231601,231584,1.1826019422117931e-4,-0.227,0.312,-0.007,Not significant
Paris,50,0.0196267098820769,232367,230410,-5.165343082324872e-4,-0.227,0.312,-0.007,Not significant
Paris,51,0.019145849522016256,230409,232242,4.183614601360221e-4,-0.227,0.312,-0.007,Not significant
Paris,52,0.019331223969989646,229062,232838,9.824585265849964e-5,-0.227,0.312,-0.007,Not significant
Paris,53,0.019356766219680785,230733,232168,1.862428332451843e-5,-0.227,0.312,-0.007,Not significant
Paris,54,0.019498824279549007,230684,232272,-1.450973113138257e-4,-0.227,0.312,-0.007,Not significant
Paris,55,0.01939322896566252,231796,231317,-2.3358564428647283e-5,-0.227,0.312,-0.007,Not significant
Paris,56,0.019435024358846364,231968,230868,-6.418008650769733e-5,-0.227,0.312,-0.007,Not significant
Paris,57,0.01942827011541891,231933,231130,3.651618548339633e-5,-0.227,0.312,-0.007,Not significant
Paris,58,0.019690783014762108,232324,230184,-5.844394468441025e-4,-0.227,0.312,-0.007,Not significant
Paris,59,0.01956242612772013,232700,229709,-3.78115339098907e-4,-0.227,0.312,-0.007,Not significant
Paris,6,0.019253378450979013,230258,232370,2.621023567869474e-4,-0.227,0.312,-0.007,Not significant
Paris,60,0.019013011233067142,230352,232372,6.896620166332405e-4,-0.227,0.312,-0.007,Not significant
Paris,61,0.019389680259862173,229725,232660,8.168314918899355e-8,-0.227,0.312,-0.007,Not significant
Paris,62,0.01928260153775927,231568,231451,2.4778022222472426e-4,-0.227,0.312,-0.007,Not significant
Paris,63,0.019420914287005375,231483,231488,-2.8927048419311735e-5,-0.227,0.312,-0.007,Not significant
Paris,64,0.019510386453142025,232728,229386,-2.547256049962171e-4,-0.227,0.312,-0.007,Not significant
Paris,65,0.019753316645786157,232499,229876,-8.207668254489285e-4,-0.227,0.312,-0.007,Not significant
Paris,66,0.01954685694512238,231673,231422,-2.5314259585300716e-4,-0.227,0.312,-0.007,Not significant
Paris,67,0.01909923755220288,228771,232902,4.6588852127531916e-4,-0.227,0.312,-0.007,Not significant
Paris,68,0.019606873986262003,232363,230107,-4.922604551966005e-4,-0.227,0.312,-0.007,Not significant
Paris,69,0.019191755115356493,226773,233314,2.9713410511776617e-4,-0.227,0.312,-0.007,Not significant
Paris,7,0.019493309912355206,231006,231964,-1.5048036386458227e-4,-0.227,0.312,-0.007,Not significant
Paris,70,0.01954612152068213,231946,231074,-2.5653629107087045e-4,-0.227,0.312,-0.007,Not significant
Paris,71,0.01965158033475036,231537,231496,-5.017275175710767e-4,-0.227,0.312,-0.007,Not significant
Paris,72,0.01951402351050739,232709,229536,-2.687148884341385e-4,-0.227,0.312,-0.007,Not significant
Paris,73,0.019198685724999005,229920,232532,2.988955643363281e-4,-0.227,0.312,-0.007,Not significant
Paris,74,0.01956947803731029,232461,230138,-3.6096146787835404e-4,-0.227,0.312,-0.007,Not significant
Paris,75,0.019446393233386126,232342,230253,-1.0531484757176843e-4,-0.227,0.312,-0.007,Not significant
Paris,76,0.019288914720077915,224186,233525,1.0328472791234014e-4,-0.227,0.312,-0.007,Not significant
Paris,77,0.0195940108269144,232433,230345,-4.019531351889469e-4,-0.227,0.312,-0.007,Not significant
