continent,name,city,row,column,pop,individual,site,new comments,Tissue weight,original extraction comment,Qubit_ng.ul,Nanodrop ng/ul,
SAM,Buenos Aires,BUE,g,3,21,7,u,no tissue left,,,9.74,,
SAM,Buenos Aires,BUE,h,3,21,6,u,no tissue left,,,6.82,,
SAM,Buenos Aires,BUE,a,4,21,4,u,no tissue left,,,23.2,,
SAM,Buenos Aires,BUE,b,4,21,1,u,no tissue left,,,0,,
SAM,Buenos Aires,BUE,c,4,21,13,u,no tissue left,,,13.1,,
SAM,Buenos Aires,BUE,d,4,21,16,u,no tissue left,,,10.9,,
SAM,Buenos Aires,BUE,e,4,21,17,u,,,left off 21.19,5.24,,
SAM,Buenos Aires,BUE,f,4,19,6,u,,,,7.06,,
SAM,Buenos Aires,BUE,g,4,19,2,u,,,,53.8,,
SAM,Buenos Aires,BUE,h,4,19,1,u,no tissue left,,,7.7,,
SAM,Buenos Aires,BUE,a,5,19,3,u,no tissue left,,,49,,
SAM,Buenos Aires,BUE,b,5,19,8,u,,,,46.6,,
SAM,Buenos Aires,BUE,c,5,19,11,u,no tissue left,,,33.4,,
SAM,Buenos Aires,BUE,d,5,19,13,u,,,,35,,
SAM,Buenos Aires,BUE,e,5,19,15,u,,,,35.4,,
SAM,Buenos Aires,BUE,f,5,19,17,u,no tissue left,,,12.9,,
SAM,Buenos Aires,BUE,g,5,19,19,u,,,,55.8,,
SAM,Buenos Aires,BUE,h,5,18,3,u,no tissue left,,,3.36,,
SAM,Buenos Aires,BUE,a,6,18,4,u,no tissue left,,,7.62,,
SAM,Buenos Aires,BUE,b,6,18,7,u,,,,65.4,,
SAM,Buenos Aires,BUE,c,6,18,13,u,no tissue left,,,44.6,,
SAM,Buenos Aires,BUE,d,6,18,15,u,no tissue left,,,7.66,,
SAM,Buenos Aires,BUE,e,6,18,12,u,,,,40.2,,
SAM,Buenos Aires,BUE,f,6,18,9,u,,,,4.88,,
SAM,Buenos Aires,BUE,g,6,18,2,u,,,,25.4,,
SAM,Buenos Aires,BUE,h,6,18,17,u,no tissue left,,,20.2,,
SAM,Buenos Aires,BUE,a,7,5,6,r,,,,13.7,,
SAM,Buenos Aires,BUE,b,7,5,2,r,no tissue left,,,30.8,,
SAM,Buenos Aires,BUE,c,7,5,8,r,,,,10.6,,
SAM,Buenos Aires,BUE,d,7,5,15,r,,,,5.86,,
SAM,Buenos Aires,BUE,e,7,5,10,r,no tissue left,,,11.9,,
SAM,Buenos Aires,BUE,f,7,5,16,r,,,,0,,
SAM,Buenos Aires,BUE,g,7,5,17,r,,,,0,,
SAM,Buenos Aires,BUE,h,7,5,19,r,,,,2.94,,
SAM,Buenos Aires,BUE,a,8,5,18,r,,,left off 5.4,5,,
SAM,Buenos Aires,BUE,b,8,4,17,r,,,,7.6,,
SAM,Buenos Aires,BUE,c,8,4,19,r,,,,19.3,,
SAM,Buenos Aires,BUE,d,8,4,12,r,,,,4.72,,
SAM,Buenos Aires,BUE,e,8,4,8,r,no tissue left,,,7.56,,
SAM,Buenos Aires,BUE,f,8,4,9,r,,,,0,,
SAM,Buenos Aires,BUE,g,8,4,2,r,,,,7,,
SAM,Buenos Aires,BUE,h,8,4,6,r,,,,25,,
SAM,Buenos Aires,BUE,a,9,4,4,r,,,,12.4,,
SAM,Buenos Aires,BUE,b,9,4,7,r,,,,23.2,,
SAM,Buenos Aires,BUE,c,9,4,3,r,,,,9.24,,
SAM,Buenos Aires,BUE,d,9,3,16,r,,,,19.6,,
SAM,Buenos Aires,BUE,e,9,3,7,r,,,,2.3,,
SAM,Buenos Aires,BUE,f,9,3,6,r,,,,0,,
SAM,Buenos Aires,BUE,g,9,3,1,r,,,,4.36,,
SAM,Buenos Aires,BUE,h,9,3,8,r,,,,0,,
SAM,Buenos Aires,BUE,a,10,3,15,r,,,,0,,
SAM,Buenos Aires,BUE,b,10,3,18,r,,,,0,,
SAM,Buenos Aires,BUE,c,10,3,19,r,,,,0,,
SAM,Buenos Aires,BUE,d,10,3,20,r,,,left off 3.10,7.88,,
SAM,Buenos Aires,BUE,e,10,2,7,r,,,,2.26,,
SAM,Buenos Aires,BUE,f,10,2,15,r,,,,0,,
SAM,Buenos Aires,BUE,g,10,2,16,r,,,,3.64,,
SAM,Buenos Aires,BUE,h,10,2,17,r,,,,0,,
SAM,Buenos Aires,BUE,a,11,2,20,r,,,,16,,
SAM,Buenos Aires,BUE,b,11,2,6,r,,,,13.4,,
SAM,Buenos Aires,BUE,c,11,2,9,r,,,,38,,
SAM,Buenos Aires,BUE,d,11,2,12,r,,,,4,,
SAM,Buenos Aires,BUE,e,11,2,5,r,,,,4.88,,
SAM,Buenos Aires,BUE,f,11,2,2,r,,,,0,,
SAM,Buenos Aires,BUE,g,11,1,20,r,,,,6.62,,
SAM,Buenos Aires,BUE,h,11,1,19,r,,,,9.5,,
SAM,Buenos Aires,BUE,a,12,1,18,r,,,,0,,
SAM,Buenos Aires,BUE,b,12,1,17,r,,,,10.8,,
SAM,Buenos Aires,BUE,c,12,1,15,r,,,,21.6,,
SAM,Buenos Aires,BUE,d,12,1,14,r,,,,14.7,,
SAM,Buenos Aires,BUE,e,12,1,11,r,,,,9.48,,
SAM,Buenos Aires,BUE,f,12,1,9,r,,,,0,,
SAM,Buenos Aires,BUE,g,12,1,6,r,,,,4.16,,
SAM,Buenos Aires,BUE,h,12,1,5,r,,,only one leaflet left,5.88,,
SAM,Medellin,MDE,a,1,1,1,u,no tissue left ,,,0,,
SAM,Medellin,MDE,b,1,1,10,u,,,,2.1,,
SAM,Medellin,MDE,c,1,1,5,u,,,,0,,
SAM,Medellin,MDE,d,1,1,13,u,,,,0,,
SAM,Medellin,MDE,e,1,1,19,u,,,,0,,
SAM,Medellin,MDE,f,1,1,17,u,no tissue left ,,,6.62,,
SAM,Medellin,MDE,g,1,1,20,u,,,,0,,
SAM,Medellin,MDE,h,1,1,8,u,,,,6.7,,
SAM,Medellin,MDE,a,2,1,4,u,no tissue left ,,,2,,
SAM,Medellin,MDE,b,2,1,16,u,no tissue left ,,,0,,
SAM,Medellin,MDE,c,2,2,9,u,,,wet; fungus in tube (chose tissue w/o),8.86,,
SAM,Medellin,MDE,d,2,2,5,u,,,wet,2.5,,
SAM,Medellin,MDE,e,2,2,15,u,,,wet,0,,
SAM,Medellin,MDE,f,2,2,6,u,,,wet; fungus in tube (chose tissue w/o),3.24,,
SAM,Medellin,MDE,g,2,2,19,u,,,wet; fungus in tube (chose tissue w/o),6,,
SAM,Medellin,MDE,h,2,2,8,u,,,wet; fungus in tube (chose tissue w/o),22.2,,
SAM,Medellin,MDE,a,3,2,12,u,,,,2.86,,
SAM,Medellin,MDE,b,3,2,11,u,,,,0,,
SAM,Medellin,MDE,c,3,2,3,u,,,,6.88,,
SAM,Medellin,MDE,d,3,2,1,u,,,,4,,
SAM,Medellin,MDE,e,3,3,10,u,,,,0,,
SAM,Medellin,MDE,f,3,3,2,u,,,damp,5.78,,
SAM,Medellin,MDE,g,3,3,3,u,,,not dry,0,,
SAM,Medellin,MDE,h,3,3,6,u,,,not dry,0,,
SAM,Medellin,MDE,a,4,3,9,u,,,,0,,
SAM,Medellin,MDE,b,4,3,14,u,,,,0,,
SAM,Medellin,MDE,c,4,3,15,u,,,not dry,0,,
SAM,Medellin,MDE,d,4,3,18,u,,,,4,,
SAM,Medellin,MDE,e,4,3,19,u,no tissue left,,,3,,
SAM,Medellin,MDE,f,4,3,8,u,,,,4,,
SAM,Medellin,MDE,g,4,4,11,u,,,,0,,
SAM,Medellin,MDE,h,4,4,1,u,,,,2.3,,
SAM,Medellin,MDE,a,5,4,3,u,,,,0,,
SAM,Medellin,MDE,b,5,4,4,u,,,not dry,0,,
SAM,Medellin,MDE,c,5,4,6,u,,,,5,,
SAM,Medellin,MDE,d,5,4,8,u,,,,0,,
SAM,Medellin,MDE,e,5,4,7,u,no tissue left,,,2,,
SAM,Medellin,MDE,f,5,4,10,u,,,left off 4.13,11.8,,
SAM,Medellin,MDE,g,5,4,14,u,,,little tissue left,0,,
SAM,Medellin,MDE,h,5,5,12,u,,,wet,0,,
SAM,Medellin,MDE,a,6,5,2,u,,,,5.32,,
SAM,Medellin,MDE,b,6,5,5,u,,,wet; fungus in tube (chose tissue w/o)],3.16,,
SAM,Medellin,MDE,c,6,5,7,u,,,wet,2,,
SAM,Medellin,MDE,d,6,5,13,u,,,wet,0,,
SAM,Medellin,MDE,e,6,5,18,u,,,,0,,
SAM,Medellin,MDE,f,6,5,9,u,,,,0,,
SAM,Medellin,MDE,g,6,5,10,u,,,"left off 5,4",4.56,,
SAM,Medellin,MDE,h,6,5,16,u,,,little leaf tissue left; lots of stolon,0,,
SAM,Medellin,MDE,a,7,36,5,r,,no tissue left,,3.74,,
SAM,Medellin,MDE,b,7,36,3,r,,,,16.3,,
SAM,Medellin,MDE,c,7,36,16,r,,,,9.86,,
SAM,Medellin,MDE,d,7,36,1,r,,,,15.6,,
SAM,Medellin,MDE,e,7,36,9,r,,,,16,,
SAM,Medellin,MDE,f,7,36,10,r,,,,16,,
SAM,Medellin,MDE,g,7,36,12,r,,,,23,,
SAM,Medellin,MDE,h,7,36,4,r,,,,2.9,,
SAM,Medellin,MDE,a,8,36,6,r,,,,6.83,,
SAM,Medellin,MDE,b,8,36,8,r,,,,2,,
SAM,Medellin,MDE,c,8,37,18,r,,,,2,,
SAM,Medellin,MDE,d,8,37,4,r,,,,17.4,,
SAM,Medellin,MDE,e,8,37,17,r,,,,3,,
SAM,Medellin,MDE,f,8,37,19,r,,,,8,,
SAM,Medellin,MDE,g,8,37,5,r,,,,0,,
SAM,Medellin,MDE,h,8,37,11,r,,,wet,12.1,,
SAM,Medellin,MDE,a,9,37,15,r,,no tissue left,,2.3,,
SAM,Medellin,MDE,b,9,37,10,r,,,,15.7,,
SAM,Medellin,MDE,c,9,37,13,r,,,,0,,
SAM,Medellin,MDE,d,9,37,20,r,,,,0,,
SAM,Medellin,MDE,e,9,38,9,r,,,,0,,
SAM,Medellin,MDE,f,9,38,3,r,,,,16.2,,
SAM,Medellin,MDE,g,9,38,2,r,,no tissue left,,0,,
SAM,Medellin,MDE,h,9,38,20,r,,,,0,,
SAM,Medellin,MDE,a,10,38,7,r,,,,3,,
SAM,Medellin,MDE,b,10,38,1,r,,,,2.2,,
SAM,Medellin,MDE,c,10,38,19,r,,,,2.7,,
SAM,Medellin,MDE,d,10,38,6,r,,,,0,,
SAM,Medellin,MDE,e,10,38,14,r,,,,4.4,,
SAM,Medellin,MDE,f,10,38,11,r,,,,0,,
SAM,Medellin,MDE,g,10,39,19,r,,,,0,,
SAM,Medellin,MDE,h,10,39,14,r,,,,0,,
SAM,Medellin,MDE,a,11,39,10,r,,,,4.5,,
SAM,Medellin,MDE,b,11,39,7,r,,,,0,,
SAM,Medellin,MDE,c,11,39,12,r,,,,0,,
SAM,Medellin,MDE,d,11,39,8,r,,,,0,,
SAM,Medellin,MDE,e,11,39,11,r,,,,2.5,,
SAM,Medellin,MDE,f,11,39,10,r,,,left off 39.16,3.5,,
SAM,Medellin,MDE,g,11,39,1,r,,,wet,0,,
SAM,Medellin,MDE,h,11,40,8,r,,,,0,,
SAM,Medellin,MDE,a,12,40,2,r,,,,0,,
SAM,Medellin,MDE,b,12,40,4,r,,,,0,,
SAM,Medellin,MDE,c,12,40,16,r,,,,8.74,,
SAM,Medellin,MDE,d,12,40,19,r,,,,3.7,,
SAM,Medellin,MDE,e,12,40,9,r,,,,4,,
SAM,Medellin,MDE,f,12,40,3,r,,,,3.46,,
SAM,Medellin,MDE,g,12,40,11,r,no tissue left,,,0,,
SAM,Medellin,MDE,h,12,40,12,r,,,left off 40.17,0,,
ASI,Kunming,KMG,a,1,1,1,u,,,very nice and crisp. lots of stolon in tubes but also lots of leaf tissue,2.74,,
ASI,Kunming,KMG,b,1,1,2,u,,,,0,,
ASI,Kunming,KMG,c,1,1,3,u,,,,26.4,,
ASI,Kunming,KMG,d,1,1,6,u,,,,4.68,,
ASI,Kunming,KMG,e,1,1,7,u,,,,55.4,,
ASI,Kunming,KMG,f,1,1,9,u,,,,15.1,,
ASI,Kunming,KMG,g,1,1,10,u,,,,21.2,,
ASI,Kunming,KMG,h,1,1,12,u,,,,28,,
ASI,Kunming,KMG,a,2,1,13,u,,,,4.72,,
ASI,Kunming,KMG,b,2,1,16,u,,,,3.54,,
ASI,Kunming,KMG,c,2,2,1,u,,,,0,,
ASI,Kunming,KMG,d,2,2,3,u,,,,6.34,,
ASI,Kunming,KMG,e,2,2,4,u,,,,4.86,,
ASI,Kunming,KMG,f,2,2,6,u,,,,9.16,,
ASI,Kunming,KMG,g,2,2,7,u,,,,14,,
ASI,Kunming,KMG,h,2,2,9,u,,,,4.82,,
ASI,Kunming,KMG,a,3,2,11,u,,,,29.6,,
ASI,Kunming,KMG,b,3,2,12,u,,,,34.6,,
ASI,Kunming,KMG,c,3,2,13,u,,,,0,,
ASI,Kunming,KMG,d,3,2,15,u,,,,0,,
ASI,Kunming,KMG,e,3,3,1,u,,,,4.98,,
ASI,Kunming,KMG,f,3,3,4,u,,,,0,,
ASI,Kunming,KMG,g,3,3,5,u,,,,0,,
ASI,Kunming,KMG,h,3,3,6,u,,,,0,,
ASI,Kunming,KMG,a,4,3,7,u,,,,4.96,,
ASI,Kunming,KMG,b,4,3,8,u,,,,6.12,,
ASI,Kunming,KMG,c,4,3,11,u,,,,0,,
ASI,Kunming,KMG,d,4,3,12,u,,,,0,,
ASI,Kunming,KMG,e,4,3,15,u,,,,4.94,,
ASI,Kunming,KMG,f,4,3,16,u,,,,25.6,,
ASI,Kunming,KMG,g,4,4,4,u,,,left off 4.2,63.6,,
ASI,Kunming,KMG,h,4,4,5,u,,,,22.6,,
ASI,Kunming,KMG,a,5,4,7,u,,,,33,,
ASI,Kunming,KMG,b,5,4,8,u,,,,27.8,,
ASI,Kunming,KMG,c,5,4,10,u,,,,11.2,,
ASI,Kunming,KMG,d,5,4,11,u,,,,13.9,,
ASI,Kunming,KMG,e,5,4,12,u,,,,7.88,,
ASI,Kunming,KMG,f,5,4,13,u,,,,21.4,,
ASI,Kunming,KMG,g,5,4,15,u,,,,24.6,,
ASI,Kunming,KMG,h,5,5,2,u,,,left off 5.1,3.96,,
ASI,Kunming,KMG,a,6,5,5,u,,,,10.1,,
ASI,Kunming,KMG,b,6,5,7,u,no tissue left,,,26.2,,
ASI,Kunming,KMG,c,6,5,9,u,,,,12.3,,
ASI,Kunming,KMG,d,6,5,10,u,,,,12.5,,
ASI,Kunming,KMG,e,6,5,11,u,,,,8.68,,
ASI,Kunming,KMG,f,6,5,13,u,,,,53.4,,
ASI,Kunming,KMG,g,6,5,14,u,,,,39.8,,
ASI,Kunming,KMG,h,6,5,16,u,,,,0,,
ASI,Kunming,KMG,a,7,46,1,r,,,,13.1,,
ASI,Kunming,KMG,b,7,46,3,r,,,,3.8,,
ASI,Kunming,KMG,c,7,46,4,r,,,,20.8,,
ASI,Kunming,KMG,d,7,46,5,r,,,,10.6,,
ASI,Kunming,KMG,e,7,46,6,r,,,,13.7,,
ASI,Kunming,KMG,f,7,46,7,r,,,,45.2,,
ASI,Kunming,KMG,g,7,46,9,r,,,,0,,
ASI,Kunming,KMG,h,7,46,11,r,,,,4,,
ASI,Kunming,KMG,a,8,46,12,r,,,,7.42,,
ASI,Kunming,KMG,b,8,46,14,r,,,,5.3,,
ASI,Kunming,KMG,c,8,47,1,r,,,,9.06,,
ASI,Kunming,KMG,d,8,47,2,r,,,left off 47.4,8.14,,
ASI,Kunming,KMG,e,8,47,6,r,,,,0,,
ASI,Kunming,KMG,f,8,47,7,r,,,,35.6,,
ASI,Kunming,KMG,g,8,47,8,r,,,,15.3,,
ASI,Kunming,KMG,h,8,47,9,r,,,,27.4,,
ASI,Kunming,KMG,a,9,47,12,r,,,,0,,
ASI,Kunming,KMG,b,9,47,13,r,,,,7.46,,
ASI,Kunming,KMG,c,9,47,15,r,,,,0,,
ASI,Kunming,KMG,d,9,48,1,r,,,,12.1,,
ASI,Kunming,KMG,e,9,48,3,r,,,,3.8,,
ASI,Kunming,KMG,f,9,48,6,r,,,,8.32,,
ASI,Kunming,KMG,g,9,48,9,r,,,,0,,
ASI,Kunming,KMG,h,9,48,10,r,,,,0,,
ASI,Kunming,KMG,a,10,48,11,r,,,,0,,
ASI,Kunming,KMG,b,10,48,12,r,,,,3.36,,
ASI,Kunming,KMG,c,10,48,13,r,,,,7.52,,
ASI,Kunming,KMG,d,10,48,14,r,,,,24.2,,
ASI,Kunming,KMG,e,10,48,15,r,,,,10.3,,
ASI,Kunming,KMG,f,10,49,2,r,,,,4.36,,
ASI,Kunming,KMG,g,10,49,3,r,,,,18.1,,
ASI,Kunming,KMG,h,10,49,5,r,,,,0,,
ASI,Kunming,KMG,a,11,49,6,r,,,,0,,
ASI,Kunming,KMG,b,11,49,8,r,,,,32.6,,
ASI,Kunming,KMG,c,11,49,9,r,,,,7.58,,
ASI,Kunming,KMG,d,11,49,11,r,,,,0,,
ASI,Kunming,KMG,e,11,49,12,r,,,,12.7,,
ASI,Kunming,KMG,f,11,49,13,r,,,,16.9,,
ASI,Kunming,KMG,g,11,49,16,r,,,,20.4,,
ASI,Kunming,KMG,h,11,50,1,r,,,,2.52,,
ASI,Kunming,KMG,a,12,50,3,r,,,left off 50.2,18.7,,
ASI,Kunming,KMG,b,12,50,5,r,,,,33.6,,
ASI,Kunming,KMG,c,12,50,6,r,,,,0,,
ASI,Kunming,KMG,d,12,50,7,r,,,,12.8,,
ASI,Kunming,KMG,e,12,50,8,r,,,,17.9,,
ASI,Kunming,KMG,f,12,50,9,r,,,,11.7,,
ASI,Kunming,KMG,g,12,50,10,r,,,,16.6,,
ASI,Kunming,KMG,h,12,50,15,r,,,,2.68,,
ASI,Shanghai,SHA,a,1,1,14,u,,,,10.3,,
ASI,Shanghai,SHA,b,1,1,13,u,,,,30.8,,
ASI,Shanghai,SHA,c,1,1,2,u,,,,84.6,,
ASI,Shanghai,SHA,d,1,1,12,u,,,,33,,
ASI,Shanghai,SHA,e,1,1,9,u,,,,52.6,,
ASI,Shanghai,SHA,f,1,1,8,u,,,,5.14,,
ASI,Shanghai,SHA,g,1,1,7,u,,,,65,,
ASI,Shanghai,SHA,h,1,1,4,u,,,,34.2,,
ASI,Shanghai,SHA,a,2,1,20,u,,,,45.2,,
ASI,Shanghai,SHA,b,2,1,19,u,moldy; selected other tissue,,,40.2,,
ASI,Shanghai,SHA,c,2,2,1,u,,,,29.4,,
ASI,Shanghai,SHA,d,2,2,10,u,,,,22.6,,
ASI,Shanghai,SHA,e,2,2,9,u,,,,38.2,,
ASI,Shanghai,SHA,f,2,2,8,u,,,,7.66,,
ASI,Shanghai,SHA,g,2,2,5,u,,,,44.4,,
ASI,Shanghai,SHA,h,2,2,4,u,,,,30.2,,
ASI,Shanghai,SHA,a,3,2,18,u,,,,10.7,,
ASI,Shanghai,SHA,b,3,2,2,u,,,,81.6,,
ASI,Shanghai,SHA,c,3,2,17,u,,,,38.6,,
ASI,Shanghai,SHA,d,3,2,11,u,looks like 2-16? underlined sample used with red,,,27.6,,
ASI,Shanghai,SHA,e,3,3,9,u,,,,12.4,,
ASI,Shanghai,SHA,f,3,3,7,u,,,,4.3,,
ASI,Shanghai,SHA,g,3,3,6,u,,,,30.6,,
ASI,Shanghai,SHA,h,3,3,5,u,,,,39.6,,
ASI,Shanghai,SHA,a,4,3,4,u,,,,32.2,,
ASI,Shanghai,SHA,b,4,3,16,u,,,,17.7,,
ASI,Shanghai,SHA,c,4,3,14,u,,,,14.9,,
ASI,Shanghai,SHA,d,4,3,13,u,,,,27.6,,
ASI,Shanghai,SHA,e,4,3,12,u,,,,36.6,,
ASI,Shanghai,SHA,f,4,5,8,u,,,,0,,
ASI,Shanghai,SHA,g,4,5,7,u,,,,10.5,,
ASI,Shanghai,SHA,h,4,5,6,u,,,,6.14,,
ASI,Shanghai,SHA,a,5,5,5,u,,,,108,,
ASI,Shanghai,SHA,b,5,5,4,u,,,,22.2,,
ASI,Shanghai,SHA,c,5,5,3,u,,,,16,,
ASI,Shanghai,SHA,d,5,5,2,u,,,,9.96,,
ASI,Shanghai,SHA,e,5,5,10,u,,,,37.2,,
ASI,Shanghai,SHA,f,5,5,1,u,,,,0,,
ASI,Shanghai,SHA,g,5,5,9,u,,,only 9 from pop 5,34.8,,
ASI,Shanghai,SHA,h,5,6,8,u,,,,11.6,,
ASI,Shanghai,SHA,a,6,6,7,u,,,,28.8,,
ASI,Shanghai,SHA,b,6,6,6,u,,,,19.5,,
ASI,Shanghai,SHA,c,6,6,5,u,,,,13.1,,
ASI,Shanghai,SHA,d,6,6,4,u,,,,7,,
ASI,Shanghai,SHA,e,6,6,3,u,,,,25,,
ASI,Shanghai,SHA,f,6,6,12,u,,,,7.24,,
ASI,Shanghai,SHA,g,6,6,11,u,,,,16.6,,
ASI,Shanghai,SHA,h,6,6,2,u,,,left off 1 from pop 6,24.2,,
ASI,Shanghai,SHA,a,7,7,12,r,,,,7.3,,
ASI,Shanghai,SHA,b,7,7,11,r,,,"rural pop numbering starts right after urban pops, maybe the collaborators did this for us. check numbering from assay data and double check with collaborators",9.74,,
ASI,Shanghai,SHA,c,7,7,9,r,,,,6.68,,
ASI,Shanghai,SHA,d,7,7,8,r,,,,9.92,,
ASI,Shanghai,SHA,e,7,7,7,r,,,,10.4,,
ASI,Shanghai,SHA,f,7,7,5,r,,,,3.1,,
ASI,Shanghai,SHA,g,7,7,3,r,,,,6.88,,
ASI,Shanghai,SHA,h,7,7,2,r,,,,19.8,,
ASI,Shanghai,SHA,a,8,7,19,r,,,,9.08,,
ASI,Shanghai,SHA,b,8,7,17,r,,,,4.38,,
ASI,Shanghai,SHA,c,8,8,9,r,,,,2,,
ASI,Shanghai,SHA,d,8,8,8,r,,,,4.2,,
ASI,Shanghai,SHA,e,8,8,7,r,,,,5.66,,
ASI,Shanghai,SHA,f,8,8,6,r,,,,7,,
ASI,Shanghai,SHA,g,8,8,5,r,,,,5.66,,
ASI,Shanghai,SHA,h,8,8,4,r,,,,2.38,,
ASI,Shanghai,SHA,a,9,8,11,r,,,,18.3,,
ASI,Shanghai,SHA,b,9,8,3,r,,,,5.54,,
ASI,Shanghai,SHA,c,9,8,2,r,,,left off 1 from pop 8,9.4,,
ASI,Shanghai,SHA,d,9,9,11,r,,,,0,,
ASI,Shanghai,SHA,e,9,9,10,r,,,,5.72,,
ASI,Shanghai,SHA,f,9,9,9,r,,,,0,,
ASI,Shanghai,SHA,g,9,9,6,r,,,,5.62,,
ASI,Shanghai,SHA,h,9,9,5,r,,,,3.86,,
ASI,Shanghai,SHA,a,10,9,4,r,,,,0,,
ASI,Shanghai,SHA,b,10,9,2,r,,,,0,,
ASI,Shanghai,SHA,c,10,9,1,r,,,,2.44,,
ASI,Shanghai,SHA,d,10,9,20,r,,,,0,,
ASI,Shanghai,SHA,e,10,9,13,r,,,,0,,
ASI,Shanghai,SHA,f,10,10,10,r,,,,0,,
ASI,Shanghai,SHA,g,10,10,9,r,,,,0,,
ASI,Shanghai,SHA,h,10,10,8,r,,,,0,,
ASI,Shanghai,SHA,a,11,10,7,r,,,,8.66,,
ASI,Shanghai,SHA,b,11,10,6,r,,,,13.9,,
ASI,Shanghai,SHA,c,11,10,4,r,,,,2.94,,
ASI,Shanghai,SHA,d,11,10,3,r,,,,8.34,,
ASI,Shanghai,SHA,e,11,10,13,r,,,,4.26,,
ASI,Shanghai,SHA,f,11,10,2,r,,,,0,,
ASI,Shanghai,SHA,g,11,10,14,r,,,,5.44,,
ASI,Shanghai,SHA,h,11,11,10,r,,,only 9 ind. from pop 11,8.78,,
ASI,Shanghai,SHA,a,12,11,8,r,,,,2.36,,
ASI,Shanghai,SHA,b,12,11,7,r,,,,0,,
ASI,Shanghai,SHA,c,12,11,6,r,,,,8.02,,
ASI,Shanghai,SHA,d,12,11,5,r,,,,4.54,,
ASI,Shanghai,SHA,e,12,11,4,r,,,,0,,
ASI,Shanghai,SHA,f,12,11,3,r,,,,0,,
ASI,Shanghai,SHA,g,12,11,1,r,,,,3.3,,
ASI,Shanghai,SHA,h,12,11,12,r,,,,2.26,,
ASI,Beijing,BEI,a,1,1,3,u,no tissue,,,0,,
ASI,Beijing,BEI,b,1,1,7,u,,,,6.74,,
ASI,Beijing,BEI,c,1,1,1,u,no tissue,,,0,,
ASI,Beijing,BEI,d,1,1,16,u,no tissue,,,2.8,,
ASI,Beijing,BEI,e,1,1,11,u,no tissue,,,0,,
ASI,Beijing,BEI,f,1,1,12,u,no tissue,,,0,,
ASI,Beijing,BEI,g,1,1,5,u,,,,0,,
ASI,Beijing,BEI,h,1,1,20,u,no tissue,,,5.4,,
ASI,Beijing,BEI,a,2,1,21,u,,,,0,,
ASI,Beijing,BEI,b,2,1,9,u,no tissue,,,0,,
ASI,Beijing,BEI,c,2,2,11,u,no tissue,,,2.32,,
ASI,Beijing,BEI,d,2,2,1,u,no tissue,,,3.94,,
ASI,Beijing,BEI,e,2,2,9,u,no tissue,,,4.4,,
ASI,Beijing,BEI,f,2,2,8,u,,,,0,,
ASI,Beijing,BEI,g,2,2,3,u,,,,8.6,,
ASI,Beijing,BEI,h,2,2,5,u,no tissue,,,3.12,,
ASI,Beijing,BEI,a,3,2,18,u,no tissue,,,2.3,,
ASI,Beijing,BEI,b,3,2,16,u,,,,3.28,,
ASI,Beijing,BEI,c,3,2,14,u,left off 2-20,,,0,,
ASI,Beijing,BEI,d,3,10,12,u,no tissue,,,3.68,,
ASI,Beijing,BEI,e,3,10,9,u,no tissue,,,0,,
ASI,Beijing,BEI,f,3,10,20,u,no tissue,,,0,,
ASI,Beijing,BEI,g,3,10,5,u,no tissue,,,12.3,,
ASI,Beijing,BEI,h,3,10,11,u,,,,3.06,,
ASI,Beijing,BEI,a,4,10,3,u,no tissue,,,0,,
ASI,Beijing,BEI,b,4,10,15,u,,,,0,,
ASI,Beijing,BEI,c,4,10,1,u,,,,0,,
ASI,Beijing,BEI,d,4,10,7,u,no tissue,,,4.88,,
ASI,Beijing,BEI,e,4,10,17,u,no tissue,,,4.64,,
ASI,Beijing,BEI,f,4,11,9,u,no tissue,,,2.08,,
ASI,Beijing,BEI,g,4,11,18,u,no tissue,,,3.36,,
ASI,Beijing,BEI,h,4,11,6,u,,,,3.9,,
ASI,Beijing,BEI,a,5,11,7,u,no tissue,,,6.56,,
ASI,Beijing,BEI,b,5,11,2,u,,,,5.22,,
ASI,Beijing,BEI,c,5,11,3,u,,,,8.22,,
ASI,Beijing,BEI,d,5,11,13,u,,,,5.14,,
ASI,Beijing,BEI,e,5,11,15,u,no tissue,,,3.06,,
ASI,Beijing,BEI,f,5,11,4,u,left off 11-11; no tissue,,,0,,
ASI,Beijing,BEI,g,5,24,4,u,no tissue,,,23.8,,
ASI,Beijing,BEI,h,5,24,1,u,no tissue,,,0,,
ASI,Beijing,BEI,a,6,24,9,u,no tissue,,,0,,
ASI,Beijing,BEI,b,6,24,10,u,,,,3.02,,
ASI,Beijing,BEI,c,6,24,14,u,,,,0,,
ASI,Beijing,BEI,d,6,24,13,u,no tissue,,,0,,
ASI,Beijing,BEI,e,6,24,12,u,no tissue,,,0,,
ASI,Beijing,BEI,f,6,24,5,u,moldy - tissue not used,,,0,,
ASI,Beijing,BEI,g,6,24,7,u,,,,0,,
ASI,Beijing,BEI,h,6,24,17,u,no tissue,,,4.6,,
ASI,Beijing,BEI,a,7,12,1,r,,,,5.88,,
ASI,Beijing,BEI,b,7,12,11,r,no tissue,,,0,,
ASI,Beijing,BEI,c,7,12,14,r,no tissue,,,7.66,,
ASI,Beijing,BEI,d,7,12,5,r,no tissue,,,3.38,,
