continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label,Batch/lane,i5,i7,Date prepped,Library success,Notes,Re-PCRed,Pooled,Qubit1_ng/ul (BR),Qubit1_ng/ul (HS),Qubit2_ng/ul(HS),Qubit3_ng/ul(HS),Reprepped,Qubit4_ng/ul(HS)
OCE,Melbourne,30,5,u,Melbourne_30_5,9.36,NA,23.2,b,11,h,5,23.2,10.78,14.22,Yes,MEL-15,1,iTru5_02_C,iTru7_101_09,24-Nov-2020,Yes,,,No,,8.68,,,,
OCE,Melbourne,30,1,u,Melbourne_30_1,11.4,NA,NA,g,11,NA,NA,11.4,21.93,3.07,No,MEL-16,1,iTru5_02_D,iTru7_101_09,24-Nov-2020,Yes,,,No,,5.38,,,,
OCE,Melbourne,31,15,u,Melbourne_31_15,0,NA,26.6,h,12,h,6,26.6,9.4,15.6,Yes,MEL-17,1,iTru5_02_E,iTru7_101_09,24-Nov-2020,Yes,,,No,,6.58,,,,
OCE,Melbourne,30,6,u,Melbourne_30_6,11.9,NA,4.84,d,11,a,6,11.9,21.01,3.99,No,MEL-18,1,iTru5_02_F,iTru7_101_09,24-Nov-2020,Yes,,,No,,0.966,,,,
OCE,Melbourne,25,3,u,Melbourne_25_3,6.12,NA,24.8,c,7,a,4,24.8,10.08,14.92,Yes,MEL-19,1,iTru5_02_G,iTru7_101_09,24-Nov-2020,Yes,,,No,,6.3,,,,
OCE,Melbourne,29,14,u,Melbourne_29_14,3.9,NA,30,c,10,g,5,30,8.33,16.67,Yes,MEL-20,1,iTru5_02_H,iTru7_101_09,24-Nov-2020,Yes,,,No,,8.32,,,,
NAM,Memphis,45,12,r,Memphis_45_12,11,NA,NA,e,10,NA,NA,11,22.73,2.27,No,MEM-1,1,iTru5_02_A,iTru7_101_10,25-Nov-2020,No?,,16-Dec-2020,No,,0,0.182,,Yes,0.768
NAM,Memphis,47,1,r,Memphis_47_1,14,NA,NA,h,11,NA,NA,14,17.86,7.14,Yes,MEM-2,1,iTru5_02_B,iTru7_101_10,25-Nov-2020,No?,,16-Dec-2020,Yes - elute in 20ul,,0.606,0.428,0.86,Yes,0.966
NAM,Memphis,45,14,r,Memphis_45_14,17,NA,NA,f,10,NA,NA,17,14.71,10.29,Yes,MEM-3,1,iTru5_02_C,iTru7_101_10,25-Nov-2020,No?,,16-Dec-2020,No,,0.544,1.13,,,
NAM,Memphis,43,2,r,Memphis_43_2,9.12,NA,NA,d,7,b,5,9.12,25,0,No,MEM-4,1,iTru5_02_D,iTru7_101_10,25-Nov-2020,No?,,16-Dec-2020,Yes - elute in 5ul,,0.216,0.174,1.29,Yes,1.92
NAM,Memphis,43,8,r,Memphis_43_8,8.85,NA,NA,g,7,e,5,8.85,25,0,No,MEM-5,1,iTru5_02_E,iTru7_101_10,25-Nov-2020,Yes,,16-Dec-2020,No,,0.67,6.92,,,
NAM,Memphis,44,7,r,Memphis_44_7,8.75,NA,NA,f,8,d,6,8.75,25,0,No,MEM-6,1,iTru5_02_F,iTru7_101_10,25-Nov-2020,Yes,,,No,,1.15,,,,
NAM,Memphis,44,9,r,Memphis_44_9,7.73,NA,NA,h,8,f,6,7.73,25,0,No,MEM-7,1,iTru5_02_G,iTru7_101_10,25-Nov-2020,Yes,,,No,,5.04,,,,
NAM,Memphis,44,3,r,Memphis_44_3,7.66,NA,NA,d,8,b,6,7.66,25,0,No,MEM-8,1,iTru5_02_H,iTru7_101_10,25-Nov-2020,Yes,,,No,,4.66,,,,
NAM,Memphis,43,10,r,Memphis_43_10,6.71,NA,NA,h,7,f,5,6.71,25,0,No,MEM-9,1,iTru5_02_A,iTru7_101_11,25-Nov-2020,Yes,,16-Dec-2020,No,,0,2,,,
NAM,Memphis,43,5,r,Memphis_43_5,6.58,NA,NA,f,7,d,5,6.58,25,0,No,MEM-10,1,iTru5_02_B,iTru7_101_11,25-Nov-2020,Yes,,,No,,13.5,,,,
NAM,Memphis,1,4,u,Memphis_1_4,17.4,NA,NA,g,1,NA,NA,17.4,14.37,10.63,Yes,MEM-11,1,iTru5_02_C,iTru7_101_11,25-Nov-2020,Yes,,,No,,7.98,,,,
NAM,Memphis,1,2,u,Memphis_1_2,21.7,NA,NA,e,1,NA,NA,21.7,11.52,13.48,Yes,MEM-12,1,iTru5_02_D,iTru7_101_11,25-Nov-2020,Yes,,,No,,11.2,,,,
NAM,Memphis,2,1,u,Memphis_2_1,10.3,NA,NA,d,3,NA,NA,10.3,24.27,0.73,No,MEM-13,1,iTru5_02_E,iTru7_101_11,25-Nov-2020,Yes,,,No,,3.72,,,,
NAM,Memphis,2,20,u,Memphis_2_20,13.5,NA,NA,d,2,NA,NA,13.5,18.52,6.48,Yes,MEM-14,1,iTru5_02_F,iTru7_101_11,25-Nov-2020,Yes,,,No,,1.91,,,,
NAM,Memphis,3,10,u,Memphis_3_10,11.2,NA,NA,a,4,NA,NA,11.2,22.32,2.68,No,MEM-15,1,iTru5_02_G,iTru7_101_11,25-Nov-2020,Yes,,,No,,2.82,,,,
NAM,Memphis,4,5,u,Memphis_4_5,17.2,NA,NA,e,5,NA,NA,17.2,14.53,10.47,Yes,MEM-16,1,iTru5_02_H,iTru7_101_11,25-Nov-2020,Yes,,,No,,10.5,,,,
NAM,Memphis,4,17,u,Memphis_4_17,10.1,NA,NA,g,4,NA,NA,10.1,24.75,0.25,No,MEM-17,1,iTru5_02_A,iTru7_101_12,25-Nov-2020,Yes,,,No,,2.48,,,,
NAM,Memphis,5,14,u,Memphis_5_14,12.1,NA,NA,e,6,NA,NA,12.1,20.66,4.34,No,MEM-18,1,iTru5_02_B,iTru7_101_12,25-Nov-2020,Yes,,,No,,3.36,,,,
NAM,Memphis,5,12,u,Memphis_5_12,11.2,NA,NA,d,6,NA,NA,11.2,22.32,2.68,No,MEM-19,1,iTru5_02_C,iTru7_101_12,25-Nov-2020,Yes,,,No,,8.72,,,,
NAM,Memphis,5,18,u,Memphis_5_18,11.9,NA,NA,g,6,NA,NA,11.9,21.01,3.99,No,MEM-20,1,iTru5_02_D,iTru7_101_12,25-Nov-2020,Yes,,,No,,4.62,,,,
NAM,Mexico_City,18,9,r,Mexico_City_18_9,1.81,NA,33.4,g,7,d,4,33.4,7.49,17.51,Yes,MEX-1,1,iTru5_02_E,iTru7_101_12,2-Dec-2020,Yes,,,No,,5.18,,,,
NAM,Mexico_City,18,5,r,Mexico_City_18_5,8.53,NA,34.8,d,7,b,4,34.8,7.18,17.82,Yes,MEX-2,1,iTru5_02_F,iTru7_101_12,2-Dec-2020,Yes,,,No,,6.88,,,,
NAM,Mexico_City,20,12,r,Mexico_City_20_12,41.6,NA,NA,h,8,NA,NA,41.6,6.01,18.99,Yes,MEX-3,1,iTru5_02_G,iTru7_101_12,2-Dec-2020,Yes,,,No,,3.46,,,,
NAM,Mexico_City,20,9,r,Mexico_City_20_9,9.49,NA,28.8,d,8,h,4,28.8,8.68,16.32,Yes,MEX-4,1,iTru5_02_H,iTru7_101_12,2-Dec-2020,Yes,,,No,,8.08,,,,
NAM,Mexico_City,22,10,r,Mexico_City_22_10,15.5,NA,NA,a,10,NA,NA,15.5,16.13,8.87,Yes,MEX-5,1,iTru5_02_A,iTru7_102_01,2-Dec-2020,Yes,,,No,,1.37,,,,
NAM,Mexico_City,22,12,r,Mexico_City_22_12,10.7,NA,NA,b,10,NA,NA,10.7,23.36,1.64,No,MEX-6,1,iTru5_02_B,iTru7_102_01,2-Dec-2020,Yes,,,No,,2.94,,,,
NAM,Mexico_City,24,15,r,Mexico_City_24_15,4.42,NA,51.8,e,11,b,7,51.8,4.83,20.17,Yes,MEX-7,1,iTru5_02_C,iTru7_102_01,2-Dec-2020,Yes,,,No,,7.6,,,,
NAM,Mexico_City,24,9,r,Mexico_City_24_9,5.66,NA,16.4,b,11,h,6,16.4,15.24,9.76,Yes,MEX-8,1,iTru5_02_D,iTru7_102_01,2-Dec-2020,Yes,,,No,,6.94,,,,
NAM,Mexico_City,25,13,r,Mexico_City_25_13,1.14,NA,17.2,c,12,h,7,17.2,14.53,10.47,Yes,MEX-9,1,iTru5_02_E,iTru7_102_01,2-Dec-2020,Yes,,16-Dec-2020,No,,0.608,0.844,,,
NAM,Mexico_City,25,8,r,Mexico_City_25_8,8.6,NA,27,b,12,g,7,27,9.26,15.74,Yes,MEX-10,1,iTru5_02_F,iTru7_102_01,2-Dec-2020,Yes,,16-Dec-2020,No,,0.574,7.28,,,
NAM,Mexico_City,1,12,u,Mexico_City_1_12,18.5,NA,NA,g,1,NA,NA,18.5,13.51,11.49,Yes,MEX-11,1,iTru5_02_G,iTru7_102_01,2-Dec-2020,No?,,16-Dec-2020,No,,0.11,2.46,,,
NAM,Mexico_City,1,2,u,Mexico_City_1_2,11.7,NA,NA,a,1,NA,NA,11.7,21.37,3.63,No,MEX-12,1,iTru5_02_H,iTru7_102_01,2-Dec-2020,Yes,,16-Dec-2020,No,,0.23,3.22,,,
NAM,Mexico_City,2,9,u,Mexico_City_2_9,39.3,NA,NA,g,2,NA,NA,39.3,6.36,18.64,Yes,MEX-13,1,iTru5_02_A,iTru7_102_02,2-Dec-2020,Yes,,,No,,0.802,,,,
NAM,Mexico_City,2,5,u,Mexico_City_2_5,18.1,NA,NA,e,2,NA,NA,18.1,13.81,11.19,Yes,MEX-14,1,iTru5_02_B,iTru7_102_02,2-Dec-2020,No?,,16-Dec-2020,No,,0,4.38,,,
NAM,Mexico_City,28,16,u,Mexico_City_28_16,11.3,NA,NA,d,5,NA,NA,11.3,22.12,2.88,No,MEX-15,1,iTru5_02_C,iTru7_102_02,2-Dec-2020,No?,,16-Dec-2020,No,,0.14,7.08,,,
NAM,Mexico_City,28,6,u,Mexico_City_28_6,4.43,NA,29.6,a,5,g,2,29.6,8.45,16.55,Yes,MEX-16,1,iTru5_02_D,iTru7_102_02,2-Dec-2020,Yes,,,No,,1.45,,,,
NAM,Mexico_City,3,5,u,Mexico_City_3_5,1.83,NA,11.6,e,3,e,1,11.6,21.55,3.45,No,MEX-17,1,iTru5_02_E,iTru7_102_02,2-Dec-2020,Yes,,,No,,5.42,,,,
NAM,Mexico_City,3,14,u,Mexico_City_3_14,8.8,NA,15.2,e,4,d,2,15.2,16.45,8.55,Yes,MEX-18,1,iTru5_02_F,iTru7_102_02,2-Dec-2020,Yes,,,No,,1.25,,,,
NAM,Mexico_City,30,11,u,Mexico_City_30_11,2.26,NA,25,e,6,d,3,25,10,15,Yes,MEX-19,1,iTru5_02_G,iTru7_102_02,2-Dec-2020,No?,,16-Dec-2020,No,,0.27,2.64,,,
NAM,Mexico_City,30,16,u,Mexico_City_30_16,11.9,NA,NA,h,6,NA,NA,11.9,21.01,3.99,No,MEX-20,1,iTru5_02_H,iTru7_102_02,2-Dec-2020,Yes,,,No,,3.5,,,,
EU,Munich,1,5,r,Munich_1_5,11.5,NA,NA,g,1,NA,NA,11.5,21.74,3.26,No,MUC-1,1,iTru5_02_A,iTru7_102_03,3-Dec-2020,No?,,16-Dec-2020,No,,0,1.66,,,
EU,Munich,1,4,r,Munich_1_4,27.8,NA,NA,h,1,NA,NA,27.8,8.99,16.01,Yes,MUC-2,1,iTru5_02_B,iTru7_102_03,3-Dec-2020,Yes,,,No,,4.92,,,,
EU,Munich,2,9,r,Munich_2_9,10.7,NA,NA,g,2,NA,NA,10.7,23.36,1.64,No,MUC-3,1,iTru5_02_C,iTru7_102_03,3-Dec-2020,Yes,,,No,,5.38,,,,
EU,Munich,2,5,r,Munich_2_5,30.7,NA,NA,c,3,NA,NA,30.7,8.14,16.86,Yes,MUC-4,1,iTru5_02_D,iTru7_102_03,3-Dec-2020,Yes,,,No,,4.62,,,,
EU,Munich,3,4,r,Munich_3_4,10.9,NA,NA,d,4,NA,NA,10.9,22.94,2.06,No,MUC-5,1,iTru5_02_E,iTru7_102_03,3-Dec-2020,Yes,,,No,,0.938,,,,
EU,Munich,3,14,r,Munich_3_14,14.2,NA,NA,h,3,NA,NA,14.2,17.61,7.39,Yes,MUC-6,1,iTru5_02_F,iTru7_102_03,3-Dec-2020,Yes,,,No,,3.96,,,,
EU,Munich,4,18,r,Munich_4_18,11.7,NA,NA,g,4,NA,NA,11.7,21.37,3.63,No,MUC-7,1,iTru5_02_G,iTru7_102_03,3-Dec-2020,No?,,16-Dec-2020,Yes - elute in 10ul,,0.27,0.524,1,,
EU,Munich,4,6,r,Munich_4_6,14.5,NA,NA,e,5,NA,NA,14.5,17.24,7.76,Yes,MUC-8,1,iTru5_02_H,iTru7_102_03,3-Dec-2020,Yes,,,No,,1.49,,,,
EU,Munich,5,11,r,Munich_5_11,21.2,NA,NA,f,6,NA,NA,21.2,11.79,13.21,Yes,MUC-9,1,iTru5_02_A,iTru7_102_04,3-Dec-2020,Yes,,,No,,6.8,,,,
EU,Munich,5,1,r,Munich_5_1,10.1,NA,NA,h,6,NA,NA,10.1,24.75,0.25,No,MUC-10,1,iTru5_02_B,iTru7_102_04,3-Dec-2020,Yes,,,No,,7.36,,,,
EU,Munich,47,6,u,Munich_47_6,14.9,NA,NA,a,8,NA,NA,14.9,16.78,8.22,Yes,MUC-11,1,iTru5_02_C,iTru7_102_04,3-Dec-2020,Yes,,,No,,8.14,,,,
EU,Munich,47,10,u,Munich_47_10,27.6,NA,NA,g,7,NA,NA,27.6,9.06,15.94,Yes,MUC-12,1,iTru5_02_D,iTru7_102_04,3-Dec-2020,Yes,,,No,,5.06,,,,
EU,Munich,48,19,u,Munich_48_19,19.4,NA,NA,d,8,NA,NA,19.4,12.89,12.11,Yes,MUC-13,1,iTru5_02_E,iTru7_102_04,3-Dec-2020,Yes,,,No,,2.16,,,,
EU,Munich,48,12,u,Munich_48_12,37,NA,NA,h,8,NA,NA,37,6.76,18.24,Yes,MUC-14,1,iTru5_02_F,iTru7_102_04,3-Dec-2020,Yes,,,No,,2.02,,,,
EU,Munich,50,13,u,Munich_50_13,23.3,NA,NA,b,11,NA,NA,23.3,10.73,14.27,Yes,MUC-15,1,iTru5_02_G,iTru7_102_04,3-Dec-2020,Yes,,,No,,4.32,,,,
EU,Munich,50,15,u,Munich_50_15,12.4,NA,NA,h,10,NA,NA,12.4,20.16,4.84,No,MUC-16,1,iTru5_02_H,iTru7_102_04,3-Dec-2020,Yes,,,No,,2.54,,,,
EU,Munich,51,13,u,Munich_51_13,11.1,NA,NA,b,12,NA,NA,11.1,22.52,2.48,No,MUC-17,1,iTru5_02_A,iTru7_102_05,3-Dec-2020,Yes,,,No,,5.42,,,,
EU,Munich,51,8,u,Munich_51_8,59.2,NA,NA,e,12,NA,NA,59.2,4.22,20.78,Yes,MUC-18,1,iTru5_02_B,iTru7_102_05,3-Dec-2020,Yes,,,No,,2.44,,,,
EU,Munich,48,8,u,Munich_48_8,11.2,NA,NA,a,9,NA,NA,11.2,22.32,2.68,No,MUC-19,1,iTru5_02_C,iTru7_102_05,3-Dec-2020,Yes,,16-Dec-2020,No,,0.552,2.5,,,
EU,Munich,51,16,u,Munich_51_16,13.5,NA,NA,h,11,NA,NA,13.5,18.52,6.48,Yes,MUC-20,1,iTru5_02_D,iTru7_102_05,3-Dec-2020,Yes,,,No,,3.92,,,,
EU,Paris,11,9,r,Paris_11_9,3.5,NA,15.4,e,11,h,5,15.4,16.23,8.77,Yes,PRS-1,1,iTru5_02_E,iTru7_102_05,4-Dec-2020,Yes,,,No,,7.2,,,,
EU,Paris,11,6,r,Paris_11_6,18.6,NA,NA,g,11,NA,NA,18.6,13.44,11.56,Yes,PRS-2,1,iTru5_02_F,iTru7_102_05,4-Dec-2020,Yes,,,No,,2.62,,,,
EU,Paris,13,3,r,Paris_13_3,17,NA,NA,d,10,NA,NA,17,14.71,10.29,Yes,PRS-3,1,iTru5_02_G,iTru7_102_05,4-Dec-2020,Yes,,,No,,2.2,,,,
EU,Paris,13,13,r,Paris_13_13,0,NA,20.4,f,9,b,5,20.4,12.25,12.75,Yes,PRS-4,1,iTru5_02_H,iTru7_102_05,4-Dec-2020,Yes,,,No,,2.98,,,,
EU,Paris,15,13,r,Paris_15_13,10.4,NA,NA,g,12,NA,NA,10.4,24.04,0.96,No,PRS-5,1,iTru5_02_A,iTru7_102_06,4-Dec-2020,Yes,,,No,,3.92,,,,
EU,Paris,15,14,r,Paris_15_14,18.9,NA,NA,h,12,NA,NA,18.9,13.23,11.77,Yes,PRS-6,1,iTru5_02_B,iTru7_102_06,4-Dec-2020,Yes,,,No,,7.2,,,,
EU,Paris,6,1,r,Paris_6_1,3.68,NA,34.4,a,7,a,3,34.4,7.27,17.73,Yes,PRS-7,1,iTru5_02_C,iTru7_102_06,4-Dec-2020,Yes,,,No,,2.9,,,,
EU,Paris,6,4,r,Paris_6_4,13.7,NA,NA,f,7,NA,NA,13.7,18.25,6.75,Yes,PRS-8,1,iTru5_02_D,iTru7_102_06,4-Dec-2020,Yes,,,No,,3.52,,,,
EU,Paris,8,8,r,Paris_8_8,1.55,NA,18.5,f,8,c,4,18.5,13.51,11.49,Yes,PRS-9,1,iTru5_02_E,iTru7_102_06,4-Dec-2020,Yes,,,No,,6.5,,,,
EU,Paris,8,10,r,Paris_8_10,16.5,NA,NA,h,8,NA,NA,16.5,15.15,9.85,Yes,PRS-10,1,iTru5_02_F,iTru7_102_06,4-Dec-2020,Yes,,,No,,8.08,,,,
EU,Paris,2,9,u,Paris_2_9,8.14,NA,340,e,1,c,1,340,0.74,24.26,Yes,PRS-11,1,iTru5_02_G,iTru7_102_06,4-Dec-2020,Yes,,,No,,5.32,,,,
EU,Paris,2,2,u,Paris_2_2,15.9,NA,NA,b,1,NA,NA,15.9,15.72,9.28,Yes,PRS-12,1,iTru5_02_H,iTru7_102_06,4-Dec-2020,Yes,,,No,,3.98,,,,
EU,Paris,23,19,u,Paris_23_19,NA,NA,52.8,NA,NA,a,2,52.8,4.73,20.27,Yes,PRS-13,1,iTru5_02_A,iTru7_102_07,4-Dec-2020,No?,,16-Dec-2020,No,,0.234,2.78,,,
EU,Paris,23,13,u,Paris_23_13,4.11,NA,17.3,e,4,d,2,17.3,14.45,10.55,Yes,PRS-14,1,iTru5_02_B,iTru7_102_07,4-Dec-2020,Yes,,,No,,2.52,,,,
EU,Paris,25,13,u,Paris_25_13,15.8,NA,NA,c,5,NA,NA,15.8,15.82,9.18,Yes,PRS-15,1,iTru5_02_C,iTru7_102_07,4-Dec-2020,Yes,,,No,,1.43,,,,
EU,Paris,25,2,u,Paris_25_2,10.3,NA,NA,g,5,NA,NA,10.3,24.27,0.73,No,PRS-16,1,iTru5_02_D,iTru7_102_07,4-Dec-2020,No?,,16-Dec-2020,No,,0,2.64,,,
EU,Paris,3,9,u,Paris_3_9,20.2,NA,NA,f,2,NA,NA,20.2,12.38,12.62,Yes,PRS-17,1,iTru5_02_E,iTru7_102_07,4-Dec-2020,No?,,16-Dec-2020,No,,0.568,1.66,,,
EU,Paris,3,3,u,Paris_3_3,10.5,NA,NA,c,3,NA,NA,10.5,23.81,1.19,No,PRS-18,1,iTru5_02_F,iTru7_102_07,4-Dec-2020,Yes,,16-Dec-2020,No,,0.49,5.64,,,
EU,Paris,39,15,u,Paris_39_15,10.6,NA,NA,d,6,NA,NA,10.6,23.58,1.42,No,PRS-19,1,iTru5_02_G,iTru7_102_07,4-Dec-2020,Yes,,16-Dec-2020,No,,0.278,1.91,,,
EU,Paris,39,5,u,Paris_39_5,12.2,NA,NA,g,6,NA,NA,12.2,20.49,4.51,No,PRS-20,1,iTru5_02_H,iTru7_102_07,4-Dec-2020,Yes,,16-Dec-2020,No,,0.258,5.16,,,
SAM,Quito,1,12,r,Quito_1_12,NA,NA,11.6,NA,NA,e,7,11.6,21.55,3.45,No,QTO-1,1,iTru5_02_A,iTru7_102_08,7-Dec-2020,Yes,,,No,,5.9,,,,
SAM,Quito,1,18,r,Quito_1_18,NA,NA,23.2,NA,NA,d,7,23.2,10.78,14.22,Yes,QTO-2,1,iTru5_02_B,iTru7_102_08,7-Dec-2020,Yes,,,No,,5.4,,,,
SAM,Quito,2,17,r,Quito_2_17,NA,NA,11.9,NA,NA,a,8,11.9,21.01,3.99,No,QTO-3,1,iTru5_02_C,iTru7_102_08,7-Dec-2020,Yes,,,No,,4.26,,,,
SAM,Quito,2,19,r,Quito_2_19,NA,NA,22.2,NA,NA,h,7,22.2,11.26,13.74,Yes,QTO-4,1,iTru5_02_D,iTru7_102_08,7-Dec-2020,Yes,,,No,,1.97,,,,
SAM,Quito,3,2,r,Quito_3_2,NA,NA,93.6,NA,NA,d,8,93.6,2.67,22.33,Yes,QTO-5,1,iTru5_02_E,iTru7_102_08,7-Dec-2020,Yes,,,No,,1.96,,,,
SAM,Quito,3,19,r,Quito_3_19,NA,NA,10.8,NA,NA,c,8,10.8,23.15,1.85,No,QTO-6,1,iTru5_02_F,iTru7_102_08,7-Dec-2020,Yes,,,No,,4.08,,,,
SAM,Quito,4,2,r,Quito_4_2,NA,NA,18.6,NA,NA,c,9,18.6,13.44,11.56,Yes,QTO-7,1,iTru5_02_G,iTru7_102_08,7-Dec-2020,Yes,,,No,,5.2,,,,
SAM,Quito,4,8,r,Quito_4_8,NA,NA,10.7,NA,NA,b,9,10.7,23.36,1.64,No,QTO-8,1,iTru5_02_H,iTru7_102_08,7-Dec-2020,Yes,,,No,,3.9,,,,
SAM,Quito,6,15,r,Quito_6_15,NA,NA,26,NA,NA,g,9,26,9.62,15.38,Yes,QTO-9,1,iTru5_02_A,iTru7_102_09,7-Dec-2020,Yes,,,No,,2.56,,,,
SAM,Quito,3,15,r,Quito_3_15,NA,NA,89.4,NA,NA,e,8,89.4,2.8,22.2,Yes,QTO-10,1,iTru5_02_B,iTru7_102_09,7-Dec-2020,Yes,,,No,,5.42,,,,
SAM,Quito,36,12,u,Quito_36_12,NA,NA,11.9,NA,NA,c,10,11.9,21.01,3.99,No,QTO-11,1,iTru5_02_C,iTru7_102_09,7-Dec-2020,Yes,,16-Dec-2020,No,,0.65,0.858,,,
SAM,Quito,37,14,u,Quito_37_14,NA,NA,18.5,NA,NA,h,10,18.5,13.51,11.49,Yes,QTO-12,1,iTru5_02_D,iTru7_102_09,7-Dec-2020,Yes,,,No,,3.82,,,,
SAM,Quito,36,15,u,Quito_36_15,NA,NA,10.1,NA,NA,e,10,10.1,24.75,0.25,No,QTO-13,1,iTru5_02_E,iTru7_102_09,7-Dec-2020,Yes,,,No,,2.64,,,,
SAM,Quito,37,2,u,Quito_37_2,NA,NA,17.8,NA,NA,g,10,17.8,14.04,10.96,Yes,QTO-14,1,iTru5_02_F,iTru7_102_09,7-Dec-2020,Yes,,,No,,1.22,,,,
SAM,Quito,37,7,u,Quito_37_7,NA,NA,22.8,NA,NA,f,10,22.8,10.96,14.04,Yes,QTO-15,1,iTru5_02_G,iTru7_102_09,7-Dec-2020,Yes,,,No,,3.26,,,,
SAM,Quito,40,2,u,Quito_40_2,NA,NA,15.2,NA,NA,g,12,15.2,16.45,8.55,Yes,QTO-16,1,iTru5_02_H,iTru7_102_09,7-Dec-2020,Yes,,,No,,3.44,,,,
SAM,Quito,36,13,u,Quito_36_13,NA,NA,15.8,NA,NA,b,10,15.8,15.82,9.18,Yes,QTO-17,1,iTru5_02_A,iTru7_102_10,7-Dec-2020,Yes,,,No,,2.12,,,,
SAM,Quito,40,5,u,Quito_40_5,NA,NA,10.4,NA,NA,f,12,10.4,24.04,0.96,No,QTO-18,1,iTru5_02_B,iTru7_102_10,7-Dec-2020,No?,,16-Dec-2020,Yes - elute in 10ul,,0.57,0.186,1.17,,
SAM,Quito,39,17,u,Quito_39_17,NA,NA,9.44,NA,NA,b,12,9.44,25,0,No,QTO-19,1,iTru5_02_C,iTru7_102_10,7-Dec-2020,Yes,,,No,,0.814,,,,
SAM,Quito,39,6,u,Quito_39_6,NA,NA,7.86,NA,NA,c,12,7.86,25,0,No,QTO-20,1,iTru5_02_D,iTru7_102_10,7-Dec-2020,Yes,,,No,,0.99,,,,
ASI,Tehran,27,10,r,Tehran_27_10,35,NA,NA,h,11,NA,NA,35,7.14,17.86,Yes,TEH-1,1,iTru5_02_E,iTru7_102_10,10-Dec-2020,,,16-Dec-2020,Yes - elute in 10ul,,0.122,0.684,1.06,Yes,7.36
ASI,Tehran,27,2,r,Tehran_27_2,22,NA,NA,e,12,NA,NA,22,11.36,13.64,Yes,TEH-2,1,iTru5_02_F,iTru7_102_10,10-Dec-2020,,,16-Dec-2020,Yes - elute in 5ul,,0.328,0.102,1.24,Yes,3.4
ASI,Tehran,28,6,r,Tehran_28_6,28.4,NA,NA,d,11,NA,NA,28.4,8.8,16.2,Yes,TEH-3,1,iTru5_02_G,iTru7_102_10,10-Dec-2020,,,16-Dec-2020,Yes - elute in 5ul,,0.36,0.136,1.28,Yes,9.94
ASI,Tehran,28,10,r,Tehran_28_10,19.9,NA,NA,g,11,NA,NA,19.9,12.56,12.44,Yes,TEH-4,1,iTru5_02_H,iTru7_102_10,10-Dec-2020,,,,No,,2.04,,,,
ASI,Tehran,35,5,r,Tehran_35_5,11,NA,NA,c,8,NA,NA,11,22.73,2.27,No,TEH-5,1,iTru5_02_A,iTru7_102_11,10-Dec-2020,,,,No,,3.16,,,,
ASI,Tehran,35,8,r,Tehran_35_8,14.2,NA,NA,f,8,NA,NA,14.2,17.61,7.39,Yes,TEH-6,1,iTru5_02_B,iTru7_102_11,10-Dec-2020,,,16-Dec-2020,Yes - elute in 10ul,,0.73,0.262,1.63,Yes,4.98
ASI,Tehran,36,11,r,Tehran_36_11,26.7,NA,NA,a,7,NA,NA,26.7,9.36,15.64,Yes,TEH-7,1,iTru5_02_C,iTru7_102_11,10-Dec-2020,,,,No,,4.02,,,,
ASI,Tehran,36,5,r,Tehran_36_5,13.5,NA,NA,g,7,NA,NA,13.5,18.52,6.48,Yes,TEH-8,1,iTru5_02_D,iTru7_102_11,10-Dec-2020,,,,No,,9.44,,,,
ASI,Tehran,37,1,r,Tehran_37_1,10.7,NA,NA,f,10,NA,NA,10.7,23.36,1.64,No,TEH-9,1,iTru5_02_E,iTru7_102_11,10-Dec-2020,,,,No,,1.92,,,,
ASI,Tehran,37,2,r,Tehran_37_2,26.6,NA,NA,e,10,NA,NA,26.6,9.4,15.6,Yes,TEH-10,1,iTru5_02_F,iTru7_102_11,10-Dec-2020,,,16-Dec-2020,Yes - elute in 5ul,,0.346,0.11,0.984,Yes,1.29
ASI,Tehran,1,3,u,Tehran_1_3,15.1,NA,NA,f,1,NA,NA,15.1,16.56,8.44,Yes,TEH-11,1,iTru5_02_G,iTru7_102_11,10-Dec-2020,,,16-Dec-2020,Yes - elute in 5ul,,0.11,0.118,0.354,Yes,1.4
ASI,Tehran,1,5,u,Tehran_1_5,10.4,NA,NA,c,1,NA,NA,10.4,24.04,0.96,No,TEH-12,1,iTru5_02_H,iTru7_102_11,10-Dec-2020,,,16-Dec-2020,No,,0.22,4.56,,,
ASI,Tehran,2,8,u,Tehran_2_8,24.7,NA,NA,g,2,NA,NA,24.7,10.12,14.88,Yes,TEH-13,1,iTru5_02_A,iTru7_102_12,10-Dec-2020,,,16-Dec-2020,No,,0.102,0,,Yes,0.456
ASI,Tehran,2,6,u,Tehran_2_6,11.5,NA,NA,e,2,NA,NA,11.5,21.74,3.26,No,TEH-14,1,iTru5_02_B,iTru7_102_12,10-Dec-2020,,,16-Dec-2020,No,,0,0,,Yes,8.26
ASI,Tehran,38,5,u,Tehran_38_5,21.8,NA,NA,e,3,NA,NA,21.8,11.47,13.53,Yes,TEH-15,1,iTru5_02_C,iTru7_102_12,10-Dec-2020,,,16-Dec-2020,Yes - elute in 5ul,,0.198,0.254,0.638,Yes,1
