continent,name,city,row,column,pop,individual,site,original comments,Qubit_ng.ul Ext 1,Number that need to be rextracted:,,Qubit_ng.ul Ext 2 (SK),
NAM,"Edmonton, AB",YEG,f,4,4,2,u,,23.7,,,,
NAM,"Edmonton, AB",YEG,g,4,4,4,u,,0,,,,
NAM,"Edmonton, AB",YEG,h,4,4,5,u,,42.2,,,,
NAM,"Edmonton, AB",YEG,a,5,4,6,u,,6.17,,,,
NAM,"Edmonton, AB",YEG,b,5,4,9,u,,10.1,,,,
NAM,"Edmonton, AB",YEG,c,5,4,10,u,,4.19,,,,
NAM,"Edmonton, AB",YEG,d,5,4,11,u,,0,,,,
NAM,"Edmonton, AB",YEG,e,5,4,13,u,,3.6,,,,
NAM,"Edmonton, AB",YEG,f,5,4,14,u,,0,,,,
NAM,"Edmonton, AB",YEG,g,5,5,4,u,,26.4,,,,
NAM,"Edmonton, AB",YEG,h,5,5,5,u,,14.7,,,,
NAM,"Edmonton, AB",YEG,a,6,5,7,u,,9.51,,,,
NAM,"Edmonton, AB",YEG,b,6,5,9,u,,6.02,,,,
NAM,"Edmonton, AB",YEG,c,6,5,11,u,,0,,,,
NAM,"Edmonton, AB",YEG,d,6,5,12,u,,0,,,,
NAM,"Edmonton, AB",YEG,e,6,5,14,u,,3.98,,,,
NAM,"Edmonton, AB",YEG,f,6,5,16,u,,6.75,,,,
NAM,"Edmonton, AB",YEG,g,6,5,17,u,,0,,,,
NAM,"Edmonton, AB",YEG,h,6,5,18,u,,4.91,,,,
NAM,"Edmonton, AB",YEG,a,7,37,1,r,,10.9,,,,
NAM,"Edmonton, AB",YEG,b,7,37,2,r,,5.73,,,,
NAM,"Edmonton, AB",YEG,c,7,37,3,r,,12.9,,,,
NAM,"Edmonton, AB",YEG,d,7,37,4,r,,13.8,,,,
NAM,"Edmonton, AB",YEG,e,7,37,7,r,,0,,,,
NAM,"Edmonton, AB",YEG,f,7,37,13,r,,2.17,,,,
NAM,"Edmonton, AB",YEG,g,7,37,15,r,,4.21,,,,
NAM,"Edmonton, AB",YEG,h,7,37,16,r,,2.69,,,,
NAM,"Edmonton, AB",YEG,a,8,37,17,r,,4.68,,,,
NAM,"Edmonton, AB",YEG,b,8,37,18,r,,2.8,,,,
NAM,"Edmonton, AB",YEG,c,8,38,2,r,,5.8,,,,
NAM,"Edmonton, AB",YEG,d,8,38,4,r,,7.56,,,,
NAM,"Edmonton, AB",YEG,e,8,38,7,r,,15,,,,
NAM,"Edmonton, AB",YEG,f,8,38,9,r,,1.64,,,,
NAM,"Edmonton, AB",YEG,g,8,38,10,r,,2.58,,,,
NAM,"Edmonton, AB",YEG,h,8,38,12,r,,1.74,,,,
NAM,"Edmonton, AB",YEG,a,9,38,13,r,,3.81,,,,
NAM,"Edmonton, AB",YEG,b,9,38,14,r,,5.33,,,,
NAM,"Edmonton, AB",YEG,c,9,38,15,r,,5.47,,,,
NAM,"Edmonton, AB",YEG,d,9,38,16,r,,5.23,,,,
NAM,"Edmonton, AB",YEG,e,9,39,2,r,,0,,,,
NAM,"Edmonton, AB",YEG,f,9,39,3,r,,4.14,,,,
NAM,"Edmonton, AB",YEG,g,9,39,5,r,,8.92,,,,
NAM,"Edmonton, AB",YEG,h,9,39,8,r,,5.56,,,,
NAM,"Edmonton, AB",YEG,a,10,39,11,r,,8.95,,,,
NAM,"Edmonton, AB",YEG,b,10,39,13,r,,3.82,,,,
NAM,"Edmonton, AB",YEG,c,10,39,16,r,,6.16,,,,
NAM,"Edmonton, AB",YEG,d,10,39,17,r,,1.76,,,,
NAM,"Edmonton, AB",YEG,e,10,39,18,r,,11.8,,,,
NAM,"Edmonton, AB",YEG,f,10,40,1,r,,3.79,,,,
NAM,"Edmonton, AB",YEG,g,10,40,5,r,,4.35,,,,
NAM,"Edmonton, AB",YEG,h,10,40,6,r,,9.28,,,,
NAM,"Edmonton, AB",YEG,a,11,40,8,r,,2.5,,,,
NAM,"Edmonton, AB",YEG,b,11,40,9,r,,5.83,,,,
NAM,"Edmonton, AB",YEG,c,11,40,10,r,,11.2,,,,
NAM,"Edmonton, AB",YEG,d,11,40,11,r,,16.1,,,,
NAM,"Edmonton, AB",YEG,e,11,40,13,r,,8.9,,,,
NAM,"Edmonton, AB",YEG,f,11,40,16,r,,5.15,,,,
NAM,"Edmonton, AB",YEG,g,11,41,1,r,,5.04,,,,
NAM,"Edmonton, AB",YEG,h,11,41,6,r,,2.74,,,,
NAM,"Edmonton, AB",YEG,a,12,41,7,r,,2.55,,,,
NAM,"Edmonton, AB",YEG,b,12,41,9,r,,6.91,,,,
NAM,"Edmonton, AB",YEG,c,12,41,10,r,,0,,,,
NAM,"Edmonton, AB",YEG,d,12,41,11,r,,11.3,,,,
NAM,"Edmonton, AB",YEG,e,12,41,12,r,,7.68,,,,
NAM,"Edmonton, AB",YEG,f,12,41,13,r,,3.2,,,,
NAM,"Edmonton, AB",YEG,g,12,41,16,r,,2.07,,,,
NAM,"Edmonton, AB",YEG,h,12,41,17,r,,0,,,,
NAM,Vancouver,VAN,a,1,1,1,u,VAN and SEA very dry,11.8,,,,
NAM,Vancouver,VAN,b,1,1,3,u,lots tissue left thanks ken,14.8,,,,
NAM,Vancouver,VAN,c,1,1,11,u,,8.63,,,,
NAM,Vancouver,VAN,d,1,1,13,u,,16.4,,,,
NAM,Vancouver,VAN,e,1,1,15,u,,8.13,,,,
NAM,Vancouver,VAN,f,1,1,16,u,,7.56,,,,
NAM,Vancouver,VAN,g,1,1,17,u,,6.2,,,,
NAM,Vancouver,VAN,h,1,1,18,u,,6.74,,,,
NAM,Vancouver,VAN,a,2,1,19,u,,11.8,,,,
NAM,Vancouver,VAN,b,2,1,20,u,,14.3,,,,
NAM,Vancouver,VAN,c,2,2,2,u,,20.1,,,,
NAM,Vancouver,VAN,d,2,2,3,u,,1.62,,,,
NAM,Vancouver,VAN,e,2,2,4,u,,10.1,,,,
NAM,Vancouver,VAN,f,2,2,5,u,,2.64,,,,
NAM,Vancouver,VAN,g,2,2,6,u,,16.5,,,,
NAM,Vancouver,VAN,h,2,2,8,u,,9.01,,,,
NAM,Vancouver,VAN,a,3,2,12,u,,10.4,,,,
NAM,Vancouver,VAN,b,3,2,14,u,,6.37,,,,
NAM,Vancouver,VAN,c,3,2,16,u,,12.1,,,,
NAM,Vancouver,VAN,d,3,3,2,u,,13.5,,,,
NAM,Vancouver,VAN,e,3,3,6,u,,1.66,,,,
NAM,Vancouver,VAN,f,3,3,8,u,,13.5,,,,
NAM,Vancouver,VAN,g,3,3,10,u,,10.2,,,,
NAM,Vancouver,VAN,h,3,3,13,u,,11.5,,,,
NAM,Vancouver,VAN,a,4,3,15,u,,6.65,,,,
NAM,Vancouver,VAN,b,4,3,16,u,,6.17,,,,
NAM,Vancouver,VAN,c,4,3,17,u,,10.9,,,,
NAM,Vancouver,VAN,d,4,3,3,u,,14,,,,
NAM,Vancouver,VAN,e,4,4,1,u,,19.6,,,,
NAM,Vancouver,VAN,f,4,4,2,u,,36,,,,
NAM,Vancouver,VAN,g,4,4,3,u,,21.3,,,,
NAM,Vancouver,VAN,h,4,4,4,u,,27.7,,,,
NAM,Vancouver,VAN,a,5,4,5,u,,40.5,,,,
NAM,Vancouver,VAN,b,5,4,6,u,,29.4,,,,
NAM,Vancouver,VAN,c,5,4,7,u,,6.67,,,,
NAM,Vancouver,VAN,d,5,4,13,u,,15,,,,
NAM,Vancouver,VAN,e,5,4,14,u,,11.7,,,,
NAM,Vancouver,VAN,f,5,4,16,u,,33.6,,,,
NAM,Vancouver,VAN,g,5,5,3,u,,7.54,,,,
NAM,Vancouver,VAN,h,5,5,4,u,,12.1,,,,
NAM,Vancouver,VAN,a,6,5,5,u,,7.78,,,,
NAM,Vancouver,VAN,b,6,5,7,u,,39.2,,,,
NAM,Vancouver,VAN,c,6,5,8,u,,39.1,,,,
NAM,Vancouver,VAN,d,6,5,9,u,,7.06,,,,
NAM,Vancouver,VAN,e,6,5,11,u,,17.5,,,,
NAM,Vancouver,VAN,f,6,5,12,u,,18.7,,,,
NAM,Vancouver,VAN,g,6,5,15,u,,16.2,,,,
NAM,Vancouver,VAN,h,6,5,18,u,,14.1,,,,
NAM,Vancouver,VAN,a,7,36,1,r,,7.82,,,,
NAM,Vancouver,VAN,b,7,36,2,r,,10.2,,,,
NAM,Vancouver,VAN,c,7,36,3,r,,7.46,,,,
NAM,Vancouver,VAN,d,7,36,4,r,,11.4,,,,
NAM,Vancouver,VAN,e,7,36,17,r,,15.7,,,,
NAM,Vancouver,VAN,f,7,36,14,r,,11.6,,,,
NAM,Vancouver,VAN,g,7,36,10,r,,7.77,,,,
NAM,Vancouver,VAN,h,7,36,9,r,,13.5,,,,
NAM,Vancouver,VAN,a,8,36,8,r,,9.35,,,,
NAM,Vancouver,VAN,b,8,37,1,r,,17.7,,,,
NAM,Vancouver,VAN,c,8,37,2,r,,12.1,,,,
NAM,Vancouver,VAN,d,8,37,3,r,,11.3,,,,
NAM,Vancouver,VAN,e,8,37,4,r,,21.1,,,,
NAM,Vancouver,VAN,f,8,37,6,r,,9.05,,,,
NAM,Vancouver,VAN,g,8,37,7,r,,24.5,,,,
NAM,Vancouver,VAN,h,8,37,9,r,,12.9,,,,
NAM,Vancouver,VAN,a,9,37,13,r,,0,,,,
NAM,Vancouver,VAN,b,9,37,15,r,,21.4,,,,
NAM,Vancouver,VAN,c,9,38,1,r,,8.09,,,,
NAM,Vancouver,VAN,d,9,38,2,r,,15.6,,,,
NAM,Vancouver,VAN,e,9,38,4,r,,10.5,,,,
NAM,Vancouver,VAN,f,9,38,5,r,,16.8,,,,
NAM,Vancouver,VAN,g,9,38,6,r,,17,,,,
NAM,Vancouver,VAN,h,9,38,9,r,,2.01,,,,
NAM,Vancouver,VAN,a,10,38,12,r,,22.3,,,,
NAM,Vancouver,VAN,b,10,38,13,r,,14.7,,,,
NAM,Vancouver,VAN,c,10,38,14,r,,21,,,,
NAM,Vancouver,VAN,d,10,38,16,r,,41.1,,,,
NAM,Vancouver,VAN,e,10,39,1,r,,29.8,,,,
NAM,Vancouver,VAN,f,10,39,2,r,,6.66,,,,
NAM,Vancouver,VAN,g,10,39,4,r,,6.66,,,,
NAM,Vancouver,VAN,h,10,39,8,r,,0,,,,
NAM,Vancouver,VAN,a,11,39,10,r,,37.1,,,,
NAM,Vancouver,VAN,b,11,39,11,r,,13.2,,,,
NAM,Vancouver,VAN,c,11,39,12,r,,6.32,,,,
NAM,Vancouver,VAN,d,11,39,14,r,,25,,,,
NAM,Vancouver,VAN,e,11,39,15,r,,8.01,,,,
NAM,Vancouver,VAN,f,11,39,16,r,,17.7,,,,
NAM,Vancouver,VAN,g,11,40,1,r,,12.9,,,,
NAM,Vancouver,VAN,h,11,40,2,r,,1.11,,,,
NAM,Vancouver,VAN,a,12,40,3,r,,4.1,,,,
NAM,Vancouver,VAN,b,12,40,5,r,,3.6,,,,
NAM,Vancouver,VAN,c,12,40,6,r,,9.63,,,,
NAM,Vancouver,VAN,d,12,40,16,r,,10.4,,,,
NAM,Vancouver,VAN,e,12,40,14,r,,2.79,,,,
NAM,Vancouver,VAN,f,12,40,12,r,,12.4,,,,
NAM,Vancouver,VAN,g,12,40,11,r,,8.59,,,,
NAM,Vancouver,VAN,h,12,40,10,r,,4.18,,,,
NAM,"Sacramento, CA",SAC,a,1,1,4,u,,10.2,60,,,
NAM,"Sacramento, CA",SAC,b,1,1,1,u,,18.5,,,,
NAM,"Sacramento, CA",SAC,c,1,1,2,u,,9.25,,,,
NAM,"Sacramento, CA",SAC,d,1,1,7,u,,9.4,,,,
NAM,"Sacramento, CA",SAC,e,1,1,18,u,,7.98,,,,
NAM,"Sacramento, CA",SAC,f,1,1,20,u,,20.7,,,,
NAM,"Sacramento, CA",SAC,g,1,1,11,u,,12.9,,,,
NAM,"Sacramento, CA",SAC,h,1,1,13,u,,8.69,,,,
NAM,"Sacramento, CA",SAC,a,2,1,14,u,left off 2.2,5.72,,,,
NAM,"Sacramento, CA",SAC,b,2,1,10,u,,41.2,,,,
NAM,"Sacramento, CA",SAC,c,2,2,13,u,,21.5,,,,
NAM,"Sacramento, CA",SAC,d,2,2,6,u,,5.67,,,,
NAM,"Sacramento, CA",SAC,e,2,2,17,u,,11.1,,,,
NAM,"Sacramento, CA",SAC,f,2,2,11,u,,7.62,,,,
NAM,"Sacramento, CA",SAC,g,2,2,12,u,,5.23,,,,
NAM,"Sacramento, CA",SAC,h,2,2,4,u,,22.5,,,,
NAM,"Sacramento, CA",SAC,a,3,2,16,u,,10.2,,,,
NAM,"Sacramento, CA",SAC,b,3,2,15,u,,2.06,,,,
NAM,"Sacramento, CA",SAC,c,3,2,10,u,,1.03,,,,
NAM,"Sacramento, CA",SAC,d,3,3,6,u,,2.12,,,,
NAM,"Sacramento, CA",SAC,e,3,3,14,u,,0,,,,
NAM,"Sacramento, CA",SAC,f,3,3,8,u,,5.91,,,,
NAM,"Sacramento, CA",SAC,g,3,3,20,u,,0,,,,
NAM,"Sacramento, CA",SAC,h,3,3,7,u,,0,,,,
NAM,"Sacramento, CA",SAC,a,4,3,17,u,,3.19,,,,
NAM,"Sacramento, CA",SAC,b,4,3,2,u,,53,,,,
NAM,"Sacramento, CA",SAC,c,4,3,3,u,,7.06,,,,
NAM,"Sacramento, CA",SAC,d,4,3,16,u,,0,,,,
NAM,"Sacramento, CA",SAC,e,4,3,18,u,,5.49,,,,
NAM,"Sacramento, CA",SAC,f,4,4,8,u,,1.08,,,,
NAM,"Sacramento, CA",SAC,g,4,4,15,u,,9.91,,,,
NAM,"Sacramento, CA",SAC,h,4,4,12,u,,1.19,,,,
NAM,"Sacramento, CA",SAC,a,5,4,2,u,,4.84,,,,
NAM,"Sacramento, CA",SAC,b,5,4,5,u,,4.81,,,,
NAM,"Sacramento, CA",SAC,c,5,4,4,u,,1.45,,,,
NAM,"Sacramento, CA",SAC,d,5,4,13,u,,1.31,,,,
NAM,"Sacramento, CA",SAC,e,5,4,9,u,,1.96,,,,
NAM,"Sacramento, CA",SAC,f,5,4,6,u,,1.59,,,,
NAM,"Sacramento, CA",SAC,g,5,4,7,u,,6.75,,,,
NAM,"Sacramento, CA",SAC,h,5,5,11,u,,2.73,,,,
NAM,"Sacramento, CA",SAC,a,6,5,21,u,,1.95,,,,
NAM,"Sacramento, CA",SAC,b,6,5,5,u,,23.2,,,,
NAM,"Sacramento, CA",SAC,c,6,5,3,u,,7.72,,,,
NAM,"Sacramento, CA",SAC,d,6,5,19,u,,4.94,,,,
NAM,"Sacramento, CA",SAC,e,6,5,13,u,,2.1,,,,
NAM,"Sacramento, CA",SAC,f,6,5,7,u,,0,,,,
NAM,"Sacramento, CA",SAC,g,6,5,16,u,,1.55,,,,
NAM,"Sacramento, CA",SAC,h,6,5,9,u,left off 5.8,1.58,,,,
NAM,"Sacramento, CA",SAC,a,7,37,6,r,,1.62,,,,
NAM,"Sacramento, CA",SAC,b,7,37,9,r,,13.3,,,,
NAM,"Sacramento, CA",SAC,c,7,37,4,r,,5.43,,,,
NAM,"Sacramento, CA",SAC,d,7,37,2,r,,3.08,,,,
NAM,"Sacramento, CA",SAC,e,7,37,5,r,,1.63,,,,
NAM,"Sacramento, CA",SAC,f,7,37,3,r,,0,,,,
NAM,"Sacramento, CA",SAC,g,7,37,11,r,,5.99,,,,
NAM,"Sacramento, CA",SAC,h,7,37,8,r,,8.15,,,,
NAM,"Sacramento, CA",SAC,a,8,37,10,r,,24.7,,,,
NAM,"Sacramento, CA",SAC,b,8,37,7,r,,7.87,,,,
NAM,"Sacramento, CA",SAC,c,8,38,13,r,,15.7,,,,
NAM,"Sacramento, CA",SAC,d,8,38,3,r,,1.74,,,,
NAM,"Sacramento, CA",SAC,e,8,38,12,r,,2.62,,,,
NAM,"Sacramento, CA",SAC,f,8,38,2,r,,0,,,,
NAM,"Sacramento, CA",SAC,g,8,38,6,r,,0,,,,
NAM,"Sacramento, CA",SAC,h,8,38,4,r,,6.73,,,,
NAM,"Sacramento, CA",SAC,a,9,38,7,r,,28.3,,,,
NAM,"Sacramento, CA",SAC,b,9,38,18,r,,4.88,,,,
NAM,"Sacramento, CA",SAC,c,9,38,1,r,,1.22,,,,
NAM,"Sacramento, CA",SAC,d,9,38,8,r,,24.3,,,,
NAM,"Sacramento, CA",SAC,e,9,39,17,r,,9.05,,,,
NAM,"Sacramento, CA",SAC,f,9,39,15,r,,134,,,,
NAM,"Sacramento, CA",SAC,g,9,39,2,r,,15.1,,,,
NAM,"Sacramento, CA",SAC,h,9,39,5,r,,43.6,,,,
NAM,"Sacramento, CA",SAC,a,10,39,7,r,,23.2,,,,
NAM,"Sacramento, CA",SAC,b,10,39,4,r,,30.9,,,,
NAM,"Sacramento, CA",SAC,c,10,39,13,r,,17.7,,,,
NAM,"Sacramento, CA",SAC,d,10,39,6,r,,10.3,,,,
NAM,"Sacramento, CA",SAC,e,10,39,10,r,left off 39.3,14.7,,,,
NAM,"Sacramento, CA",SAC,f,10,40,3,r,,18.1,,,,
NAM,"Sacramento, CA",SAC,g,10,40,5,r,,40.7,,,,
NAM,"Sacramento, CA",SAC,h,10,40,4,r,,6.49,,,,
NAM,"Sacramento, CA",SAC,a,11,40,9,r,,2.76,,,,
NAM,"Sacramento, CA",SAC,b,11,40,8,r,,9.02,,,,
NAM,"Sacramento, CA",SAC,c,11,40,13,r,,14.5,,,,
NAM,"Sacramento, CA",SAC,d,11,40,17,r,,2.86,,,,
NAM,"Sacramento, CA",SAC,e,11,40,2,r,,2.38,,,,
NAM,"Sacramento, CA",SAC,f,11,40,18,r,,19.8,,,,
NAM,"Sacramento, CA",SAC,g,11,40,7,r,,2.12,,,,
NAM,"Sacramento, CA",SAC,h,11,41,18,r,,11.1,,,,
NAM,"Sacramento, CA",SAC,a,12,41,12,r,,65.2,,,,
NAM,"Sacramento, CA",SAC,b,12,41,7,r,,49.9,,,,
NAM,"Sacramento, CA",SAC,c,12,41,20,r,,21.8,,,,
NAM,"Sacramento, CA",SAC,d,12,41,13,r,,30.5,,,,
NAM,"Sacramento, CA",SAC,e,12,41,14,r,,10.9,,,,
NAM,"Sacramento, CA",SAC,f,12,41,15,r,,18.3,,,,
NAM,"Sacramento, CA",SAC,g,12,41,9,r,,37.8,,,,
NAM,"Sacramento, CA",SAC,h,12,41,3,r,left off 41.16,6.84,,,,
NAM,"Calgary, AB",CAL,a,1,2,17,u,"RNAse treated, enzyme not removed",0,44,,,
NAM,"Calgary, AB",CAL,b,1,2,13,u,"RNAse treated, enzyme not removed",14.1,,,,
NAM,"Calgary, AB",CAL,c,1,2,10,u,"RNAse treated, enzyme not removed",12.3,,,,
NAM,"Calgary, AB",CAL,d,1,2,9,u,"RNAse treated, enzyme not removed",12.9,,,,
NAM,"Calgary, AB",CAL,e,1,2,8,u,"RNAse treated, enzyme not removed",0,,,,
NAM,"Calgary, AB",CAL,f,1,2,6,u,"RNAse treated, enzyme not removed",13.8,,,,
NAM,"Calgary, AB",CAL,g,1,2,5,u,"RNAse treated, enzyme not removed",18.8,,,,
NAM,"Calgary, AB",CAL,h,1,2,4,u,"RNAse treated, enzyme not removed",34.2,,,,
NAM,"Calgary, AB",CAL,a,2,2,3,u,"RNAse treated, enzyme not removed",8.66,,,,
NAM,"Calgary, AB",CAL,b,2,2,1,u,"RNAse treated, enzyme not removed",10.9,,,,
NAM,"Calgary, AB",CAL,c,2,32,11,u,,7.88,,,,
NAM,"Calgary, AB",CAL,d,2,32,10,u,,27,,,,
NAM,"Calgary, AB",CAL,e,2,32,9,u,,16.4,,,,
NAM,"Calgary, AB",CAL,f,2,32,8,u,,6.05,,,,
NAM,"Calgary, AB",CAL,g,2,32,7,u,,5.67,,,,
NAM,"Calgary, AB",CAL,h,2,32,5,u,,18.3,,,,
NAM,"Calgary, AB",CAL,a,3,32,4,u,,8.96,,,,
NAM,"Calgary, AB",CAL,b,3,32,3,u,,8.07,,,,
NAM,"Calgary, AB",CAL,c,3,32,2,u,,22.9,,,,
NAM,"Calgary, AB",CAL,d,3,32,1,u,,29.6,,,,
NAM,"Calgary, AB",CAL,e,3,35,16,u,,5.93,,,,
NAM,"Calgary, AB",CAL,f,3,35,12,u,,1.96,,,,
NAM,"Calgary, AB",CAL,g,3,35,10,u,,4.25,,,,
NAM,"Calgary, AB",CAL,h,3,35,8,u,,5.08,,,,
NAM,"Calgary, AB",CAL,a,4,35,7,u,,9.62,,,,
NAM,"Calgary, AB",CAL,b,4,35,6,u,left off 35.4,6.26,,,,
NAM,"Calgary, AB",CAL,c,4,35,3,u,,27.8,,,,
NAM,"Calgary, AB",CAL,d,4,35,2,u,,15,,,,
NAM,"Calgary, AB",CAL,e,4,35,1,u,,10.9,,,,
NAM,"Calgary, AB",CAL,f,4,36,17,u,,14.3,,,,
NAM,"Calgary, AB",CAL,g,4,36,16,u,,14.8,,,,
NAM,"Calgary, AB",CAL,h,4,36,9,u,left off 36.12,33.6,,,,
NAM,"Calgary, AB",CAL,a,5,36,8,u,,9.93,,,,
NAM,"Calgary, AB",CAL,b,5,36,7,u,,13.1,,,,
NAM,"Calgary, AB",CAL,c,5,36,5,u,,19.8,,,,
NAM,"Calgary, AB",CAL,d,5,36,4,u,,23.3,,,,
NAM,"Calgary, AB",CAL,e,5,36,2,u,,14.6,,,,
NAM,"Calgary, AB",CAL,f,5,36,1,u,,1.54,,,,
NAM,"Calgary, AB",CAL,g,5,37,12,u,,3.13,,,,
NAM,"Calgary, AB",CAL,h,5,37,11,u,,4.46,,,,
NAM,"Calgary, AB",CAL,a,6,37,10,u,,22.6,,,,
NAM,"Calgary, AB",CAL,b,6,37,9,u,,16.7,,,,
NAM,"Calgary, AB",CAL,c,6,37,8,u,,18.3,,,,
NAM,"Calgary, AB",CAL,d,6,37,7,u,,15.8,,,,
NAM,"Calgary, AB",CAL,e,6,37,6,u,,11.9,,,,
NAM,"Calgary, AB",CAL,f,6,37,4,u,,27.4,,,,
NAM,"Calgary, AB",CAL,g,6,37,3,u,,9.46,,,,
NAM,"Calgary, AB",CAL,h,6,37,2,u,,2.91,,,,
NAM,"Calgary, AB",CAL,a,7,23,15,r,,14.1,,,,
NAM,"Calgary, AB",CAL,b,7,23,14,r,,13.2,,,,
NAM,"Calgary, AB",CAL,c,7,23,13,r,,14.7,,,,
NAM,"Calgary, AB",CAL,d,7,23,9,r,,23.6,,,,
NAM,"Calgary, AB",CAL,e,7,23,8,r,,7.17,,,,
NAM,"Calgary, AB",CAL,f,7,23,6,r,,22.3,,,,
NAM,"Calgary, AB",CAL,g,7,23,4,r,,23.6,,,,
NAM,"Calgary, AB",CAL,h,7,23,3,r,,10.8,,,,
NAM,"Calgary, AB",CAL,a,8,23,2,r,,19.5,,,,
NAM,"Calgary, AB",CAL,b,8,23,1,r,,16.2,,,,
NAM,"Calgary, AB",CAL,c,8,24,14,r,,10.3,,,,
NAM,"Calgary, AB",CAL,d,8,24,13,r,,8.96,,,,
NAM,"Calgary, AB",CAL,e,8,24,12,r,,17.1,,,,
NAM,"Calgary, AB",CAL,f,8,24,10,r,,2.45,,,,
NAM,"Calgary, AB",CAL,g,8,24,8,r,,18.2,,,,
NAM,"Calgary, AB",CAL,h,8,24,6,r,,15,,,,
NAM,"Calgary, AB",CAL,a,9,24,5,r,,10.2,,,,
NAM,"Calgary, AB",CAL,b,9,24,3,r,,14.6,,,,
NAM,"Calgary, AB",CAL,c,9,24,2,r,,9.92,,,,
NAM,"Calgary, AB",CAL,d,9,24,1,r,,9.05,,,,
NAM,"Calgary, AB",CAL,e,9,25,17,r,,9.64,,,,
NAM,"Calgary, AB",CAL,f,9,25,16,r,,10.2,,,,
NAM,"Calgary, AB",CAL,g,9,25,13,r,,16.3,,,,
NAM,"Calgary, AB",CAL,h,9,25,11,r,,3.46,,,,
NAM,"Calgary, AB",CAL,a,10,25,7,r,left off 25.9,9.06,,,,
NAM,"Calgary, AB",CAL,b,10,25,6,r,,6.61,,,,
NAM,"Calgary, AB",CAL,c,10,25,3,r,,7.93,,,,
NAM,"Calgary, AB",CAL,d,10,25,2,r,,12.7,,,,
NAM,"Calgary, AB",CAL,e,10,25,1,r,,4.28,,,,
NAM,"Calgary, AB",CAL,f,10,27,19,r,left off 27.20,8.03,,,,
NAM,"Calgary, AB",CAL,g,10,27,18,r,,1.55,,,,
NAM,"Calgary, AB",CAL,h,10,27,16,r,,6.78,,,,
NAM,"Calgary, AB",CAL,a,11,27,13,r,,8.28,,,,
NAM,"Calgary, AB",CAL,b,11,27,10,r,,13.2,,,,
NAM,"Calgary, AB",CAL,c,11,27,9,r,,7.98,,,,
NAM,"Calgary, AB",CAL,d,11,27,8,r,,8.39,,,,
NAM,"Calgary, AB",CAL,e,11,27,2,r,,3.83,,,,
NAM,"Calgary, AB",CAL,f,11,27,1,r,,8.47,,,,
NAM,"Calgary, AB",CAL,g,11,28,11,r,,10.3,,,,
NAM,"Calgary, AB",CAL,h,11,28,10,r,,17.3,,,,
NAM,"Calgary, AB",CAL,a,12,28,9,r,,12.9,,,,
NAM,"Calgary, AB",CAL,b,12,28,8,r,,37.1,,,,
NAM,"Calgary, AB",CAL,c,12,28,7,r,,1.17,,,,
NAM,"Calgary, AB",CAL,d,12,28,6,r,,8.59,,,,
NAM,"Calgary, AB",CAL,e,12,28,5,r,,7.44,,,,
NAM,"Calgary, AB",CAL,f,12,28,4,r,,4.61,,,,
NAM,"Calgary, AB",CAL,g,12,28,3,r,,9.78,,,,
NAM,"Calgary, AB",CAL,h,12,28,1,r,,13.4,,,,
NAM,Mexico City,MEX,a,1,1,2,u,,11.7,59,,,
NAM,Mexico City,MEX,b,1,1,4,u,,29,,,,
NAM,Mexico City,MEX,c,1,1,6,u,,34.5,,,,
NAM,Mexico City,MEX,d,1,1,15,u,,31.5,,,,
NAM,Mexico City,MEX,e,1,1,8,u,,14,,,,
NAM,Mexico City,MEX,f,1,1,10,u,,26.2,,,,
NAM,Mexico City,MEX,g,1,1,12,u,,18.5,,,,
NAM,Mexico City,MEX,h,1,1,14,u,,16.7,,,,
NAM,Mexico City,MEX,a,2,1,16,u,,12,,,,
NAM,Mexico City,MEX,b,2,1,18,u,,15.4,,,,
NAM,Mexico City,MEX,c,2,2,1,u,,22.3,,,,
NAM,Mexico City,MEX,d,2,2,3,u,,19.7,,,,
NAM,Mexico City,MEX,e,2,2,5,u,,18.1,,,,
NAM,Mexico City,MEX,f,2,2,7,u,,22.4,,,,
NAM,Mexico City,MEX,g,2,2,9,u,,39.3,,,,
NAM,Mexico City,MEX,h,2,2,11,u,,18.1,,,,
NAM,Mexico City,MEX,a,3,2,13,u,,1.69,,,,
NAM,Mexico City,MEX,b,3,2,19,u,,2.36,,,,
NAM,Mexico City,MEX,c,3,2,15,u,,5.17,,,,
NAM,Mexico City,MEX,d,3,2,17,u,,2,,,,
NAM,Mexico City,MEX,e,3,3,5,u,,1.83,,,,
NAM,Mexico City,MEX,f,3,3,3,u,,8.24,,,,
NAM,Mexico City,MEX,g,3,3,9,u,,0,,,,
NAM,Mexico City,MEX,h,3,3,11,u,,4.01,,,,
NAM,Mexico City,MEX,a,4,3,13,u,,8.11,,,,
NAM,Mexico City,MEX,b,4,3,7,u,left off 3.15,11,,,,
NAM,Mexico City,MEX,c,4,3,17,u,,1.43,,,,
NAM,Mexico City,MEX,d,4,3,19,u,,2.09,,,,
NAM,Mexico City,MEX,e,4,3,14,u,,8.8,,,,
NAM,Mexico City,MEX,f,4,28,2,u,,1.25,,,,
NAM,Mexico City,MEX,g,4,28,4,u,,2.99,,,,
NAM,Mexico City,MEX,h,4,28,8,u,,12,,,,
NAM,Mexico City,MEX,a,5,28,6,u,,4.43,,,,
NAM,Mexico City,MEX,b,5,28,10,u,,19.7,,,,
